id,bid_number,parent_bid,ra_or_bid,category,full_category,quantity,item_count,status,is_custom,is_high_value,is_boq,start_date,end_date,ministry,department,buyer_id,category_id
9297270,GEM/2026/B/7511078,,Bid,LED Luminaire For Road And Street Lights Conforming To IS 10322 (Part 5/Section 3) (V3) (Under BIS ,LED Luminaire For Road And Street Lights Conforming To IS 10322 (Part 5/Section 3) (V3) (Under BIS Scheme - II),300,1,2,0,False,False,2026-05-06T22:55:27Z,2026-05-18T09:00:00Z,,Urban Development Department Uttar Pradesh,lipikbhp,home_el05420327_ligh_exte_le13704051
9299500,GEM/2026/B/7513100,,Bid,"COMPRESSOR DRIVE BELT,LINNING SHOE,LINNING SHOE,GENERATOR ASSY,HOSE,INLET HOSE,SEAL,NUT,SEAL,HOSE A","COMPRESSOR DRIVE BELT,LINNING SHOE,LINNING SHOE,GENERATOR ASSY,HOSE,INLET HOSE,SEAL,NUT,SEAL,HOSE ASSY ADAPTOR,GLAND WITH SPRING OIL SEAL,PIPE LINE HOSE,REPAIR KIT,HOSE INTAKE,HOSE DRAIN REAR,HOSE,HOSE DRAIN,HOSE,WATER PUMP BEND",75,19,2,0,False,True,2026-05-07T13:20:29Z,2026-05-18T09:00:00Z,Ministry of Defence,Department of Military Affairs,tammaraul.80@gov.in,home_boq_boql_boql_boq
9299256,GEM/2026/B/7512877,,Bid,"LV7 STLN 6220-72-0000178 Head lamp,LV7 MG 534-137601 MFRNO 82021M79000 Handle door RH,LV7 MG 5340-1","LV7 STLN 6220-72-0000178 Head lamp,LV7 MG 534-137601 MFRNO 82021M79000 Handle door RH,LV7 MG 5340-135147 Handle door LH,LV7 TATA 2751-1540-9919 Solenoid switch,LV7 TATA 2573-4310-0178 Service brake valve,LV7 MG 48900M80001 Rod assy steering drag",25,6,2,0,False,True,2026-05-07T13:01:27Z,2026-05-18T09:00:00Z,Ministry of Defence,Department of Military Affairs,Rakesh.534,home_boq_boql_boql_boq
9249275,GEM/2026/B/7467967,,Bid,HP LAPTOP/NOOTBOOK Intel Core Ultra 7,HP LAPTOP/NOOTBOOK Intel Core Ultra 7,1,1,2,1,False,False,2026-04-23T10:50:07Z,2026-05-18T09:00:00Z,Ministry of Defence,Department of Defence,103UPBNKNP,home_univ_univ_univ_univ
9255266,GEM/2026/B/7473460,,Bid,Hand Held Search Light,Hand Held Search Light,496,1,2,0,False,False,2026-04-24T17:24:55Z,2026-05-18T09:00:00Z,Ministry of Railways,Indian Railways,srdmmtpj,home_elec_ligh_emer_hand
9274780,GEM/2026/B/7490861,,Bid,Custom Bid for Services - Hiring of services for Annual Subscription of Worldwide Navigation Data f,Custom Bid for Services - Hiring of services for Annual Subscription of Worldwide Navigation Data for Obstacle Information for EFIS,1,1,2,0,False,False,2026-05-07T11:56:43Z,2026-05-18T09:00:00Z,Ministry of Defence,Department of Military Affairs,FIS314,services_home_cust
9312433,GEM/2026/B/7524681,,Bid,"Manpower Outsourcing Services - Minimum wage - Skilled; ITI; Others,Manpower Outsourcing Services -","Manpower Outsourcing Services - Minimum wage - Skilled; ITI; Others,Manpower Outsourcing Services - Minimum wage - Skilled; ITI; Others,Manpower Outsourcing Services - Minimum wage - Semi-skilled; High School; Non-IT Technical,Manpower Outsourcing Services - Minimum wage - Semi-skilled; High School; Non-IT Technical,Manpower Outsourcing Services - Minimum wage - Semi-skilled; High School; Non-IT Technical",22,5,2,0,False,False,2026-05-11T12:35:34Z,2026-05-18T09:00:00Z,Ministry of Defence,Department of Military Affairs,vaibhavjatav@1989,services_home_manp_manp
9280174,GEM/2026/B/7495719,,Bid,Modular Piano Type Domestic Fan Regulator Conforming To IS 11037,Modular Piano Type Domestic Fan Regulator Conforming To IS 11037,1000,1,2,0,False,False,2026-05-02T12:39:09Z,2026-05-18T09:00:00Z,Ministry of Railways,Indian Railways,air2927@gmail.com,home_el34134111_elec_circ_pian
9280700,GEM/2026/B/7496186,,Bid,Moving Target Trolley,Moving Target Trolley,1,1,2,1,False,False,2026-05-02T13:11:59Z,2026-05-18T09:00:00Z,Ministry of Defence,Department of Defence,Dharmendra@1547,home_univ_univ_univ_univ
9297236,GEM/2026/B/7511047,,Bid,7 Watt White-LED Based Solar Street Lighting System As Per MNRE Specification,7 Watt White-LED Based Solar Street Lighting System As Per MNRE Specification,9,1,2,0,False,False,2026-05-06T22:02:57Z,2026-05-18T09:00:00Z,,Urban Development Department Uttar Pradesh,buyer1.np.phulpur@gembuyer.in,home_el63626345_lamp_lamp_whit
