id,bid_number,parent_bid,ra_or_bid,category,full_category,quantity,item_count,status,is_custom,is_high_value,is_boq,start_date,end_date,ministry,department,buyer_id,category_id
9275785,GEM/2026/B/7491780,,Bid,"Photo Glossy Paper,JK Bond Paper,Photocopier Paper A4,Photocopier Paper FS,Register 400 Pages,Regis","Photo Glossy Paper,JK Bond Paper,Photocopier Paper A4,Photocopier Paper FS,Register 400 Pages,Register 200 Pages,Register 80 Pages,File Cover,Ball Pen,Refil,Permanent Marker,Pen V-10,Pen V-7,Highlighter,Sketch Pen,Whitener,Pencil Soft,Eraser,Sharpner,Stapler Small,Brown Sheet,CD Mailer,White Envelope,A4 Size DO of Stn Cdr,A4 Size DO of Adm Comdt,White Envelope for DO,Brown Envelope,Yellow Envelope Big,Envelope Yellow A4 Size,Pencil Cell AAA,Pencil Cell AA,Calculator,Glue Stick,Paper Pin,U Clip,Tag Long,Transparent Tape 0.5 Inch,Transparent Tape 1 Inch,Transparent Tape 2 Inch,Poker,Scale Steel,Scissor,Paper Cutter Large,Stick Removal Pad,File Binder,Packing Tape 3 Inch,Lamination Sheet,Scrible Pads,Colour Flag,Fevicol 200 Gm",2370,50,2,0,False,True,2026-04-30T15:09:48Z,2026-05-11T16:00:00Z,Ministry of Defence,Department of Military Affairs,buycon4638.ia.ua@gembuyer.in,home_boq_boql_boql_boq
9274707,GEM/2026/B/7490795,,Bid,"Split Air Conditioner, Wall Mount Type (V3) ISI Marked to IS 1391 (Part 2)","Split Air Conditioner, Wall Mount Type (V3) ISI Marked to IS 1391 (Part 2)",60,1,2,0,False,False,2026-04-30T16:04:04Z,2026-05-11T16:00:00Z,,Tribal Development Department Gujarat,buyer_bmtu,home_dist_heat_cool_sp78454375
9305401,GEM/2026/R/665264,GEM/2026/B/7478783,RA,"Red Chilly,Turmeric,Coriander,Cumin Seeds,Mustard Seeds,Cardamom Large,Tamarind,Garlic,Black Paper,","Red Chilly,Turmeric,Coriander,Cumin Seeds,Mustard Seeds,Cardamom Large,Tamarind,Garlic,Black Paper,Clove",84,10,2,0,False,True,2026-05-09T15:00:00Z,2026-05-11T15:57:05Z,Ministry of Defence,Department of Military Affairs,prabhakarank.948m,home_boq_boql_boql_boq
9304477,GEM/2026/R/665194,GEM/2026/B/7473004,RA,Monthly Basis Cab & Taxi Hiring Services - Sedan; 2500 km x 320 hours; Outstation 24*7,Monthly Basis Cab & Taxi Hiring Services - Sedan; 2500 km x 320 hours; Outstation 24*7,1,1,2,0,False,False,2026-05-09T13:00:00Z,2026-05-11T15:52:05Z,,Panchayats and Rural Housing Department Gujarat,dao-agri-botad,services_home_ve54336454_mont
9303539,GEM/2026/R/665115,GEM/2026/B/7478186,RA,Plain Copier Paper (V3) ISI Marked to IS 14490,Plain Copier Paper (V3) ISI Marked to IS 14490,100,1,2,0,False,False,2026-05-09T12:00:00Z,2026-05-11T15:41:11Z,,Technical Education Department Haryana,chandrakantgpu,home_pape_pape_prin_plai
9304602,GEM/2026/R/665208,GEM/2026/B/7496455,RA,"Refined Sunflower Oil (V4) (Defence),Refined Mustard Oil (V4) (Defence),Refined Groundnut Oil (V4) ","Refined Sunflower Oil (V4) (Defence),Refined Mustard Oil (V4) (Defence),Refined Groundnut Oil (V4) (Defence)",6688,3,2,0,False,False,2026-05-09T14:00:00Z,2026-05-11T15:26:07Z,Ministry of Defence,Department of Military Affairs,Buyer338supfeeder,"home_fo61163888_edib_edib_re04421510,home_fo61163888_edib_edib_re87880660,home_fo61163888_edib_edib_re20076673"
9308233,GEM/2026/R/665552,GEM/2026/B/7457444,RA,"SCREWS CAP HEX SOCKET HEAD, PRODUCT GR A, COARSE PITCH, STEEL PROPERTY CLASS 12.9 SPEC AA7123123","SCREWS CAP HEX SOCKET HEAD, PRODUCT GR A, COARSE PITCH, STEEL PROPERTY CLASS 12.9 SPEC AA7123123",1600,1,2,1,False,False,2026-05-10T11:00:00Z,2026-05-11T15:19:03Z,Ministry of Heavy Industries and Public Enterprises,Department of Heavy Industry,pdn.bhel,home_univ_univ_univ_univ
9305346,GEM/2026/R/665258,GEM/2026/B/7403364,RA,Plotter Printers (V2),Plotter Printers (V2),1,1,2,0,False,False,2026-05-09T15:00:00Z,2026-05-11T15:13:34Z,Ministry of Electronics and Information Technology,Department of Electronics and Information Technology,BISAGBUY,home_info_comp_co82104564_pl22732880
9303344,GEM/2026/R/665094,GEM/2026/B/7489383,RA,Bus Hiring Service - Short Term - Outstation; 25-27; A.C. Deluxe (ACX); 400,Bus Hiring Service - Short Term - Outstation; 25-27; A.C. Deluxe (ACX); 400,2,1,2,0,False,False,2026-05-09T11:00:00Z,2026-05-11T15:04:59Z,Ministry of Defence,Department of Military Affairs,WOICLP1,services_home_ve54336454_bush
9309394,GEM/2026/R/665663,GEM/2026/B/7406494,RA,"7808307A,7808307B,7808307C,7808307D,7808307E","7808307A,7808307B,7808307C,7808307D,7808307E",5,5,2,0,False,True,2026-05-10T15:00:00Z,2026-05-11T15:03:50Z,Ministry of Heavy Industries and Public Enterprises,Department of Heavy Industry,mtpstores1,home_boq_boql_boql_boq
