id,bid_number,parent_bid,ra_or_bid,category,full_category,quantity,item_count,status,is_custom,is_high_value,is_boq,start_date,end_date,ministry,department,buyer_id,category_id
9323923,GEM/2026/B/7535122,,Bid,LAY SHAFT ASSY (TATRA T-815),LAY SHAFT ASSY (TATRA T-815),1,1,2,1,False,False,2026-05-13T13:59:41Z,2026-05-23T14:00:00Z,Ministry of Defence,Department of Military Affairs,srijankhurana.976,home_univ_univ_univ_univ
9323506,GEM/2026/B/7534743,,Bid,"3120 004922,48870m70a22,2530 017915,2520 70 0468324,4820 72 0000063,4710 72 0531157,4320 004124,336","3120 004922,48870m70a22,2530 017915,2520 70 0468324,4820 72 0000063,4710 72 0531157,4320 004124,336 529 006 000,443 930 132 610,442 070 211 054,993 200 636 0,443 987 150 130,990 100 438 000,990 100 898 000,443 612 196 0,443 612 206 0,2699 4660 0121,2699 4660 0122,2786 0399 9944,2724 2520 0163,2920 000139,2751 1540 0123",25,22,2,0,False,True,2026-05-13T13:12:36Z,2026-05-23T14:00:00Z,Ministry of Defence,Department of Military Affairs,buycon3645.ia.hr@gembuyer.in,home_boq_boql_boql_boq
9315824,GEM/2026/B/7527668,,Bid,High mast pole for national flags (V2),High mast pole for national flags (V2),1,1,2,0,False,False,2026-05-13T12:28:26Z,2026-05-23T13:00:00Z,,Rural Development Department Uttar Pradesh,kamleshtiloi,home_st67220504_port_port_hi72071638
9315781,GEM/2026/B/7527629,,Bid,High Mast Lighting Octagonal Tower for Small area with LED Flood Lighting System (V2),High Mast Lighting Octagonal Tower for Small area with LED Flood Lighting System (V2),1,1,2,0,False,False,2026-05-13T12:27:28Z,2026-05-23T13:00:00Z,,Rural Development Department Uttar Pradesh,kamleshtiloi,home_el63626345_ligh_exte_hi62104106
9322808,GEM/2026/B/7534105,,Bid,Handling and Transport on Lumpsum Basis - Safe Loading Carriage and unloading,Handling and Transport on Lumpsum Basis - Safe Loading Carriage and unloading,1,1,2,0,False,False,2026-05-13T12:16:34Z,2026-05-23T13:00:00Z,,Energy Department Uttar Pradesh,EE@hathras123,services_home_good_ha10251015
9323261,GEM/2026/B/7534511,,Bid,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others,1,1,2,0,False,False,2026-05-13T13:03:25Z,2026-05-23T12:00:00Z,Ministry of Finance,Department of Revenue,buyermansa116,services_home_manp_manp
9359607,GEM/2026/R/670724,GEM/2026/B/7497767,RA,"Goods Transport Service – Per KM Based Service - Household/Office, Valuable goods requiring High ","Goods Transport Service – Per KM Based Service - Household/Office, Valuable goods requiring High Security; Open Body LCV Truck; 19 FT LCV",21318,1,2,0,False,False,2026-05-22T12:00:00Z,2026-05-23T12:00:00Z,Ministry of Defence,Department of Military Affairs,mhamanesidhant.778f@gov.in,services_home_good_go61253067
9322191,GEM/2026/B/7533523,,Bid,Household Refrigerating Appliances as per IS 17550,Household Refrigerating Appliances as per IS 17550,1,1,2,0,False,False,2026-05-13T11:20:39Z,2026-05-23T12:00:00Z,Ministry of Railways,Indian Railways,ammwrskota,home_dome_do42264188_dome_hous
9321975,GEM/2026/B/7533327,,Bid,Silica Gel Breather,Silica Gel Breather,2,1,2,0,False,False,2026-05-13T11:56:51Z,2026-05-23T12:00:00Z,,Energy Department Uttar Pradesh,EE@hathras123,home_chem_comp_inor_si07567571
9354176,GEM/2026/B/7562361,,Bid,"Catering Service per Packet based - Veg; Breakfast, Lunch, Snacks/High, Tea, Dinner; Buffet(Breakfa","Catering Service per Packet based - Veg; Breakfast, Lunch, Snacks/High, Tea, Dinner; Buffet(Breakfast/Lunch/Dinner)",606,1,2,0,False,False,2026-05-20T11:42:31Z,2026-05-23T12:00:00Z,Ministry of Defence,Department of Defence,54bnncc,services_home_rest_ca11785255
9311878,GEM/2026/B/7524189,,Bid,"CLUTCH PLATE,BRAKE CYLINDER,BEARING ROLLER CYLINDRICAL,DRIVEN PLATE FOR CLUTCH,CONNECTING HEAD,RELE","CLUTCH PLATE,BRAKE CYLINDER,BEARING ROLLER CYLINDRICAL,DRIVEN PLATE FOR CLUTCH,CONNECTING HEAD,RELEASE BEARING,ELECTRO MAGNETIC VALVE,DRIVEN GEAR WHEEL,BEARING,CLUTCH COVER ASSY,INTAKE HOSE",13,11,2,0,False,True,2026-05-11T11:31:53Z,2026-05-23T12:00:00Z,Ministry of Defence,Department of Military Affairs,nanda@74,home_boq_boql_boql_boq
9353305,GEM/2026/B/7561581,,Bid,Repair and Overhauling Service - Window Air Conditioner including Green AC; LG; No; Buyer Premises,Repair and Overhauling Service - Window Air Conditioner including Green AC; LG; No; Buyer Premises,1,1,2,0,False,False,2026-05-20T10:11:39Z,2026-05-23T11:00:00Z,Ministry of Home Affairs,Central Armed Police Forces,40591124,services_home_gene
9321986,GEM/2026/B/7533337,,Bid,Tanker on Agricultural Trailer,Tanker on Agricultural Trailer,3,1,2,0,False,False,2026-05-13T10:51:30Z,2026-05-23T11:00:00Z,,Urban Development Department Uttar Pradesh,pao36.uddup.up,home_ve66014551_moto_spec_tank
9358789,GEM/2026/R/670610,GEM/2026/B/7512937,RA,Monthly Basis Cab & Taxi Hiring Services - Sedan; 1500 km x 320 hours; Local 24*7,Monthly Basis Cab & Taxi Hiring Services - Sedan; 1500 km x 320 hours; Local 24*7,3,1,2,0,False,False,2026-05-22T10:00:00Z,2026-05-23T10:14:42Z,,Energy Department Uttar Pradesh,buycon38.pvvnlv.up,services_home_ve54336454_mont
9353780,GEM/2026/R/670118,GEM/2026/B/7359343,RA,"4203082407-LIFT ARM FITTED W/ ROD-F, CH & DISCH. RHF","4203082407-LIFT ARM FITTED W/ ROD-F, CH & DISCH. RHF",2,1,2,1,False,False,2026-05-21T12:00:00Z,2026-05-23T10:02:53Z,Ministry of Steel,Steel Authority of India Limited,Aba@2955,home_univ_univ_univ_univ
9358909,GEM/2026/R/670621,GEM/2026/B/7428733,RA,"Hiring of Earth Moving Equipments, Material Handling Equipments and Cranes (per Hour basis) - As Pe","Hiring of Earth Moving Equipments, Material Handling Equipments and Cranes (per Hour basis) - As Per Buyer's Requirement; Earth Moving Equipment; Tractor",4,1,2,0,False,False,2026-05-22T10:00:00Z,2026-05-23T10:00:00Z,Ministry of Defence,Department of Military Affairs,SPEEDBIRD,services_home_hi16880410_hiri
9358750,GEM/2026/R/670607,GEM/2026/B/7520390,RA,"Shelter Parts for Cook House and Dining Hall,PCC Cement IS 1489,Coarse Sand,20mm Aggregates,40mm Ag","Shelter Parts for Cook House and Dining Hall,PCC Cement IS 1489,Coarse Sand,20mm Aggregates,40mm Aggregates,Hardcore 63mm Stone Aggegates,PCC Solid Block 400 into 200 into 200mm,Galvanised Coloured Tiles Size of 600mm into 600mm into 910mm,Glazed Ceramic Coloured Tiles Non Skid of Size of 300mm into 600mm into 9 to 10mm thick,Chequred Tile 250 into 250 into 25mm,Mild Steel TMT Bars 12mm dia,Mild Steel TMT Bar 8mm dia,Drapery Curtain Rod 7 feet Long 20mm dia,Drapery Curtain Rod 4 feet Long 20mm dia,Bracket with knob for curtain rod,Granite Stone Slab 2 into Zero Point 60 Mtr having 20 to 22 thick,Wash Hand Basin with CP Waste coupling and PVC waste pipe along with MS Bracket for WHB,Stainless Steel Kitchen Sink with CP Waste Coupling and Waste Pipe along with angle base frame,PVC Connection Pipe 450mm long with both side neat of 15mm dia,CP Stop Cock 15mm,CP Bib Cock Long Body 15mm dia,CP Pillar Cock 15mm dia,PVC Waste Coupling 32mm dia,CP Bib Cock 15mm dia,PVC Waste Pipe 32mm dia,Staging for Water Storage Tan",4315,135,2,0,False,True,2026-05-22T10:00:00Z,2026-05-23T10:00:00Z,Ministry of Defence,Department of Military Affairs,gabourai.652,home_boq_boql_boql_boq
9321604,GEM/2026/B/7532984,,Bid,Facility Management Services - LumpSum Based - cricket kit pursuse; cricket kit pursuse; Consumable,Facility Management Services - LumpSum Based - cricket kit pursuse; cricket kit pursuse; Consumables to be provided by service provider (inclusive in contract cost),1,1,2,0,False,False,2026-05-13T09:54:20Z,2026-05-23T10:00:00Z,,Panchayati Raj Department UttraKhand,goswamizp,services_home_fa85086605_fa43870134
9321502,GEM/2026/B/7532890,,Bid,Facility Management Services - LumpSum Based - new destbeen pursuse; Collection and disposal of gar,Facility Management Services - LumpSum Based - new destbeen pursuse; Collection and disposal of garbage; Consumables to be provided by service provider (inclusive in contract cost),1,1,2,0,False,False,2026-05-13T09:35:59Z,2026-05-23T10:00:00Z,,Panchayati Raj Department UttraKhand,goswamizp,services_home_fa85086605_fa43870134
9358592,GEM/2026/R/670581,GEM/2026/B/7384782,RA,"Tenofovir 300 mg plus Lamivudine 300 mg plus Dolutegravir 50 mg FDC,Foot drop splint,Lignocaine HCl","Povidone Iodine 5 percent Solution 500 ml bottle,2 Propanol 45 gm 1 Propanol 30 gm Ethyl hexadecyl dimethyl ammonium ethyl sulphate 0 point 2 gm with skin protecting substances 500 ml bott with dispenser,Hydrogen peroxide solution with stabilizer IP 20 volume 400 ml bott,Cilnidipine 5 mg Tab,Frusemide 20 mg 2 ml Inj,Spironolactone 50 mg Tab,Cap Probiotic Multibacillary 4 or more organisimis,Trypsin with chymotrypsin Tab,Pantoprazole 40mg Tab,Ranitidine 150 mg Tab,Lactic Acid Bacillus Sachet,5 Amino Salicylic Acid Enema 4g,Mesalazine 1 point 2 gm SR 5 Amino Salicylic Acid Tab,Glycerine Suppositories child size 2g Mould,Isapgol husk 3 point 5 gm,Pantoprazole 40 mg plus Itopride HCl 150 mg Tab,Bisacodyl 5 mg Tab,Norflox 400 mg plus Tinidazole 600mg Tab,Oral Rehydration powder sachet,Ornidazole 500 mg plus Ofloxacin 200 mg Tab,Loperamide 2mg Tab,Tab Thyroxine 50 mcg,Metformin 1000 mg plus Vildagliptin 50 mg Tab,Glimepiride 2 mg Tab,Tab Vildagliptin 50 mg,Tab Empagliflozin 10 mg,Tab Empagliflozin 25mg,Tab Metformi",166481,166,2,0,False,True,2026-05-22T09:00:00Z,2026-05-23T09:40:54Z,Ministry of Defence,Department of Military Affairs,SHOAFSJAM,home_boq_boql_boql_boq
9358581,GEM/2026/R/670580,GEM/2026/B/7389281,RA,Dental X - Ray Machine (V2),Dental X - Ray Machine (V2),1,1,2,0,False,False,2026-05-22T09:00:00Z,2026-05-23T09:30:47Z,Ministry of Defence,Department of Military Affairs,SHOAFSJAM,home_medi_dent_de53235725_dent
9307494,GEM/2026/B/7520384,,Bid,"PVC Floor Mat Roll,Chiller,Switch Board,Electric Wire 16 mm 270mtr,Dyna Sheet tin sheet","PVC Floor Mat Roll,Chiller,Switch Board,Electric Wire 16 mm 270mtr,Dyna Sheet tin sheet",7,5,2,0,False,True,2026-05-08T19:38:41Z,2026-05-23T09:00:00Z,Ministry of Defence,Department of Military Affairs,head.clk0808,home_boq_boql_boql_boq
9299692,GEM/2026/B/7513284,,Bid,"ST Poles 16 Mtr long 410 SP80,ACSR Panther Conductor,GI Channel flat Angle,66 KV Disc insulator 120","ST Poles 16 Mtr long 410 SP80,ACSR Panther Conductor,GI Channel flat Angle,66 KV Disc insulator 120 KN,Tension fitting for Panther Conductor,Suspension Fitting for Panther Conductor,Earthing Rod 2 Mtr long",3745,7,2,0,False,True,2026-05-07T22:26:12Z,2026-05-23T09:00:00Z,,Power Development Department Jammu and Kashmir,anoop.jpdcl,home_boq_boql_boql_boq
9305749,GEM/2026/B/7518797,,Bid,Facility Management Services - LumpSum Based - Commercial; Installation of IT Equipments; Consumabl,Facility Management Services - LumpSum Based - Commercial; Installation of IT Equipments; Consumables to be provided by service provider (inclusive in contract cost),1,1,2,0,False,False,2026-05-08T15:40:17Z,2026-05-23T09:00:00Z,,Health and Family Welfare Department Kerala,lsbuyerthqh,services_home_fa85086605_fa43870134
9358399,GEM/2026/R/670553,GEM/2026/B/7497804,RA,"Supply of Superstructure of Large Store Shelter,Supply of Construction Material,Supply of electroni","Supply of Superstructure of Large Store Shelter,Supply of Construction Material,Supply of electronic,Supply of Earthing Items,Supply of Lightening Conductor,Supply of Furniture Items",6,6,2,0,False,True,2026-05-21T21:00:00Z,2026-05-22T21:00:00Z,Ministry of Defence,Department of Military Affairs,Epo@54,home_boq_boql_boql_boq
9358394,GEM/2026/R/670552,GEM/2026/B/7489476,RA,Super Structure Supply of Combined Toilet Block CTB 7.32M x 7.10M x 4.40M Height as per CE HQ 4 Cor,"Super Structure Supply of Combined Toilet Block CTB 7.32M x 7.10M x 4.40M Height as per CE HQ 4 Corps drawing No CE 4 Corps as per TS under Job No 2510,Constr Mtlrl Cement 43 Grade OPC packed in HDPE bag each 50 kg wt conform to IS 8112 to 1989 make Birla Gold or Ambuja or Ultratech or JK or Dalmia or ACC,Coarse sand free from vegetation,Coarse aggregate 20mm graded,Coarse aggregate 40 mm graded,Coarse Aggregate 40 to 63 mm graded,Stone for RR masonary less than 6 inch,Mild steel bar of size 6 to 8 mm dia conform to IS 432 Part 1 1982 make TATA or SAIL or JSW,Mild steel bar of size 10 mm dia and above conforming to IS 432 Part 1 1982 make TATA or SAIL or JSW,Water proofing compound conforming to IS 2645 to 2003 Make Pidilite or Dr Fixit or Fevicol,B and R items Supply of 04 KLD High Altitude Bio Digester Tank with 4 to 5 CUM Tank Dimension 2m L x 2m B x 1m H Double Walled FRP Biodigester Tank as per TS,Water Storage tank triple layer 1000 Ltrs confirming to IS 12701 to 1996 Make Sintex or Ultrapure Aqua or Po",2293,100,2,0,False,True,2026-05-21T21:00:00Z,2026-05-22T21:00:00Z,Ministry of Defence,Department of Military Affairs,ishanu_GEM,home_boq_boql_boql_boq
9358313,GEM/2026/R/670547,GEM/2026/B/7501724,RA,AUTOMATIC BOOM BARRIER,AUTOMATIC BOOM BARRIER,1,1,2,1,False,False,2026-05-21T21:00:00Z,2026-05-22T21:00:00Z,Ministry of Defence,Department of Military Affairs,shaan_buy,home_univ_univ_univ_univ
