id,bid_number,parent_bid,ra_or_bid,category,full_category,quantity,item_count,status,is_custom,is_high_value,is_boq,start_date,end_date,ministry,department,buyer_id,category_id
9300289,GEM/2026/R/664788,GEM/2026/B/7428087,RA,"Parts Kit,Grab Handle,Screw Valve,GRS Starter,Clutch Master,Pump,Head Light,Relay,Mudflap,Filter,Re","Parts Kit,Grab Handle,Screw Valve,GRS Starter,Clutch Master,Pump,Head Light,Relay,Mudflap,Filter,Rear Hub",1969,11,2,0,False,True,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z,Ministry of Defence,Department of Military Affairs,tyagir@tusker,home_boq_boql_boql_boq
9290129,GEM/2026/R/663931,GEM/2026/B/7427991,RA,Bus Stop Shelter,Bus Stop Shelter,60,1,2,0,False,False,2026-05-06T16:00:00Z,2026-05-09T16:00:00Z,,Urban Development & Housing Department Bihar,buyergaya,home_land_pref_pr71230568_buss
9271638,GEM/2026/B/7488061,,Bid,Manually Operated Knapsack Sprayer,Manually Operated Knapsack Sprayer,1,1,2,0,False,False,2026-04-29T15:50:05Z,2026-05-09T16:00:00Z,,Department of Panchayati Raj,PR-GUDEWADI-FFC-V-MGR,home_fa68031381_agri_disp_manu
9271535,GEM/2026/B/7487965,,Bid,DRESSER COUPLING (HY-361.00) VAR-01 AS PER SPECN. BA50035/03 WITH MATL. AS PER SPECN.,DRESSER COUPLING (HY-361.00) VAR-01 AS PER SPECN. BA50035/03 WITH MATL. AS PER SPECN.,10,1,2,1,False,False,2026-04-29T15:45:33Z,2026-05-09T16:00:00Z,Ministry of Heavy Industries and Public Enterprises,Department of Heavy Industry,suman@bhel.in,home_univ_univ_univ_univ
9271490,GEM/2026/B/7487921,,Bid,"Entry and Mid Level Desktop Computer,Entry and Mid Level Desktop Computer","Entry and Mid Level Desktop Computer,Entry and Mid Level Desktop Computer",5,2,2,0,False,False,2026-04-29T15:41:37Z,2026-05-09T16:00:00Z,,Local Self Government Department Kerala,buycon2140.lsgdk.kl@gembuyer.in,home_info_comp_comp_entr
9271480,GEM/2026/B/7487911,,Bid,Loctite Chisel Paint Stripper SF 790 (510GM),Loctite Chisel Paint Stripper SF 790 (510GM),80,1,2,1,False,False,2026-04-29T15:33:00Z,2026-05-09T16:00:00Z,Ministry of Defence,Department of Military Affairs,DGMMTRL.505abw,home_univ_univ_univ_univ
9271470,GEM/2026/B/7487901,,Bid,Multilayered Cross Laminated Sheets/Tarpaulins/Covers/ Agricultural Films conforming to 14611,Multilayered Cross Laminated Sheets/Tarpaulins/Covers/ Agricultural Films conforming to 14611,17731,1,2,0,False,False,2026-04-29T15:39:31Z,2026-05-09T16:00:00Z,Ministry of Housing & Urban Affairs (MoHUA),NA,Yogeshr@1,home_mate_pa01167782_secu_mu65885535
9271359,GEM/2026/B/7487803,,Bid,Monthly Basis Cab & Taxi Hiring Services - Sedan; 2000 km x 320 hours; Local 24*7,Monthly Basis Cab & Taxi Hiring Services - Sedan; 2000 km x 320 hours; Local 24*7,1,1,2,0,False,False,2026-04-29T15:38:44Z,2026-05-09T16:00:00Z,Ministry of Finance,Department of Revenue,buyerkbm,services_home_ve54336454_mont
9271339,GEM/2026/B/7487784,,Bid,High End Desktop Computer,High End Desktop Computer,3,1,2,0,False,False,2026-04-29T15:34:28Z,2026-05-09T16:00:00Z,,Rural Development Department Uttar Pradesh,buyconvishun,home_info_comp_comp_mida
9271335,GEM/2026/B/7487780,,Bid,"3"" FLEXIBLE SS METTALIC HOSE AS PER SPEC BA56003 VAR-00 WITH MALT AS PER SPEC BA56003,2"" FLEXIBLE S","3"" FLEXIBLE SS METTALIC HOSE AS PER SPEC BA56003 VAR-00 WITH MALT AS PER SPEC BA56003,2"" FLEXIBLE SS METALLIC HOSE AS PER SPEC BA56004 VAR-00 WITH MALT AS PER SPEC BA56004,1 1/4"" FLEXI SS METALLIC HOSE AS PER SPEC BA56005 VAR-00 WITH MALT AS PER SPEC BA56005",40,3,2,1,False,False,2026-04-29T15:16:32Z,2026-05-09T16:00:00Z,Ministry of Heavy Industries and Public Enterprises,Department of Heavy Industry,suman@bhel.in,home_univ_univ_univ_univ
