id,bid_number,parent_bid,ra_or_bid,category,full_category,quantity,item_count,status,is_custom,is_high_value,is_boq,start_date,end_date,ministry,department,buyer_id,category_id
9294341,GEM/2026/B/7508393,,Bid,"Split Air Conditioner, Wall Mount Type (V3) ISI Marked to IS 1391 (Part 2)","Split Air Conditioner, Wall Mount Type (V3) ISI Marked to IS 1391 (Part 2)",3,1,2,0,False,False,2026-05-06T13:28:11Z,2026-05-16T14:00:00Z,,Vigilance Department Bihar,Ram.vigilance,home_dist_heat_cool_sp78454375
9294292,GEM/2026/B/7508350,,Bid,"Repair and Servicing of Tata Safari Smart,Repair and Overhaul of front and real axle,Repair and Ser","Repair and Servicing of Tata Safari Smart,Repair and Overhaul of front and real axle,Repair and Servicing of gear box assy,Repair and Servicing of cooling system,Repair and Servicing of Suspension system",5,5,2,0,False,True,2026-05-06T13:08:42Z,2026-05-16T14:00:00Z,Ministry of Defence,Department of Military Affairs,hq1sectsoo.123,home_boq_boql_boql_boq
9294289,GEM/2026/B/7508347,,Bid,"Oil Seal for AV 15 MT vehicle,Ring for AV 15,Sealing Ring for A V16,Cuff T 20 for AV 15,Sleeve AV 1","Oil Seal for AV 15 MT vehicle,Ring for AV 15,Sealing Ring for A V16,Cuff T 20 for AV 15,Sleeve AV 15 Oil Seal for MT vehicle",25,5,2,0,False,True,2026-05-06T13:04:38Z,2026-05-16T14:00:00Z,Ministry of Defence,Department of Military Affairs,Tsgclk@183,home_boq_boql_boql_boq
9294277,GEM/2026/B/7508336,,Bid,"curtains ready with stiching martin D cream 7 point 5 feet,curtains ready with stiching martin D cr","curtains ready with stiching martin D cream 7 point 5 feet,curtains ready with stiching martin D cream 9 feet,curtains ready with stiching martin cream 8 point 8 feet,curtains ready with stiching martin cream 6 point 3 feet,curtains ready with stiching martin cream 7 feet",39,5,2,0,False,True,2026-05-06T13:05:40Z,2026-05-16T14:00:00Z,Ministry of Defence,Department of Military Affairs,anupamsahu.493f@gov.in,home_boq_boql_boql_boq
9294212,GEM/2026/B/7508276,,Bid,PROCUREMENT OF MISC ITEMS,PROCUREMENT OF MISC ITEMS,1,1,2,1,False,False,2026-05-06T13:43:18Z,2026-05-16T14:00:00Z,Ministry of Defence,Department of Military Affairs,ABVO1.2022,home_univ_univ_univ_univ
9258940,GEM/2026/B/7476756,,Bid,Taser Gun,Taser Gun,6,1,2,1,False,False,2026-04-25T17:59:40Z,2026-05-16T14:00:00Z,Ministry of Defence,Department of Military Affairs,ADJT.18SIKH,home_univ_univ_univ_univ
9274332,GEM/2026/B/7490446,,Bid,Computer Printer (V2),Computer Printer (V2),1,1,2,0,False,False,2026-05-06T13:15:21Z,2026-05-16T14:00:00Z,,Rural Development and Panchayat Raj Department Tamil Nadu,PR-VALAPADY-B-ADM,home_info_comp_co66467174_comp
9328056,GEM/2026/R/667476,GEM/2026/B/7473450,RA,"Bed Side Locker,Bed Side Stool,Birthing Bed,Crash Cart,Examination Table,Fowler Bed,ICU Bed,Patient","Bed Side Locker,Bed Side Stool,Birthing Bed,Crash Cart,Examination Table,Fowler Bed,ICU Bed,Patient Bed,Patient Bed Wheel Type,Recliner,Revolving Stool,Foot Steps,Maternity Cot,Baby Cradle",479,14,2,0,False,True,2026-05-15T12:00:00Z,2026-05-16T13:44:29Z,Ministry of Health and Family Welfare,Department of Health and Family Welfare,sourcing2,home_boq_boql_boql_boq
9326022,GEM/2026/R/667282,GEM/2026/B/7460083,RA,International Logistics Service - Lumpsum based - Import; Air; FCA | Free to Carrier,International Logistics Service - Lumpsum based - Import; Air; FCA | Free to Carrier,1,1,2,0,False,False,2026-05-14T18:00:00Z,2026-05-16T13:33:41Z,Ministry of Heavy Industries and Public Enterprises,Department of Heavy Industry,rodmumms10,services_home_in63206286_in16866275
9328089,GEM/2026/R/667480,GEM/2026/B/7284322,RA,"50NB NAB FIRE HYDRANT VALVE WITH FEMALE COUPLING FOR YARD 1280,NAB FIRE HYDRANT VALVE WITH FEMALE C","50NB NAB FIRE HYDRANT VALVE WITH FEMALE COUPLING FOR YARD 1280,NAB FIRE HYDRANT VALVE WITH FEMALE COUPLING FOR YARD 1280,50NB NAB FIRE HYDRANT VALVE WITH FEMALE COUPLING FOR YARD 1281,NAB FIRE HYDRANT VALVE WITH FEMALE COUPLING FOR YARD 1281,50NB NAB FIRE HYDRANT VALVE WITH FEMALE COUPLING FOR YARD 1282,NAB FIRE HYDRANT VALVE WITH FEMALE COUPLING FOR YARD 1282,50NB NAB FIRE HYDRANT VALVE WITH FEMALE COUPLING FOR YARD 1283,NAB FIRE HYDRANT VALVE WITH FEMALE COUPLING FOR YARD 1283,50NB NAB FIRE HYDRANT VALVE WITH FEMALE COUPLING FOR YARD 1284,NAB FIRE HYDRANT VALVE WITH FEMALE COUPLING FOR YARD 1284,50NB NAB FIRE HYDRANT VALVE WITH FEMALE COUPLING FOR YARD 1285,NAB FIRE HYDRANT VALVE WITH FEMALE COUPLING FOR YARD 1285,50NB NAB FIRE HYDRANT VALVE WITH FEMALE COUPLING FOR YARD 1286,NAB FIRE HYDRANT VALVE WITH FEMALE COUPLING FOR YARD 1286",455,14,2,0,False,True,2026-05-15T12:00:00Z,2026-05-16T13:23:55Z,Ministry of Defence,Department of Defence Production,engg5.gsl,home_boq_boql_boql_boq
