id,bid_number,parent_bid,ra_or_bid,category,full_category,quantity,item_count,status,is_custom,is_high_value,is_boq,start_date,end_date,ministry,department,buyer_id,category_id
9337840,GEM/2026/R/668335,GEM/2026/B/7485665,RA,"Cement,Sand Course,Aggregate 20mm,Aggregate 40mm,50mm thick PCC jumbo interlocking tiles,60mm thick","Cement,Sand Course,Aggregate 20mm,Aggregate 40mm,50mm thick PCC jumbo interlocking tiles,60mm thick interlocking tiles,PCC Hollow Block 400x200x200mm,PCC Solid Block 400x200x200mm,Hardcore 40-63mm,Bricks 230x115x75,200mm thick GSB,100mm thick rubberised interlocking tiles,Kerb Stone M-35 Grade",76846,13,2,0,False,True,2026-05-16T21:00:00Z,2026-05-18T21:00:00Z,Ministry of Defence,Department of Military Affairs,55user14,home_boq_boql_boql_boq
9337839,GEM/2026/R/668334,GEM/2026/B/7472785,RA,Epoxy Coating Flooring (4100 sqft),Epoxy Coating Flooring (4100 sqft),1,1,2,1,False,False,2026-05-16T21:00:00Z,2026-05-18T21:00:00Z,Ministry of Defence,Department of Military Affairs,Wkspoffr@14CZW,home_univ_univ_univ_univ
9337832,GEM/2026/B/7547835,,Bid,"Repair and Overhauling Service - Computer Printers; hp; No; Service Provider Premises,Repair and Ov","Repair and Overhauling Service - Computer Printers; hp; No; Service Provider Premises,Repair and Overhauling Service - Computer Printers; EPSON; No; Service Provider Premises",2,2,2,0,False,False,2026-05-15T20:16:44Z,2026-05-18T21:00:00Z,Ministry of Home Affairs,Central Armed Police Forces,AC13BN,services_home_gene
9332329,GEM/2026/B/7542854,,Bid,Repair and Overhauling Service - Tractors (V1); New Holland; Yes; Buyer Premises,Repair and Overhauling Service - Tractors (V1); New Holland; Yes; Buyer Premises,1,1,2,0,False,False,2026-05-14T20:51:14Z,2026-05-18T21:00:00Z,Ministry of Home Affairs,Central Armed Police Forces,rajen01@bsf,services_home_gene
9292106,GEM/2026/B/7506384,,Bid,High Mast Lighting Tower for large area with LED Flood Lighting System,High Mast Lighting Tower for large area with LED Flood Lighting System,1,1,2,0,False,False,2026-05-07T17:44:30Z,2026-05-18T21:00:00Z,,Urban Development Department Uttar Pradesh,ekhlakahmad,home_el63626345_ligh_exte_hi10587672
9292059,GEM/2026/B/7506341,,Bid,LED Luminaire For Road And Street Lights Conforming To IS 10322 (Part 5/Section 3) (V3) (Under BIS ,LED Luminaire For Road And Street Lights Conforming To IS 10322 (Part 5/Section 3) (V3) (Under BIS Scheme - II),4,1,2,0,False,False,2026-05-07T17:45:22Z,2026-05-18T21:00:00Z,,Urban Development Department Uttar Pradesh,ekhlakahmad,home_el05420327_ligh_exte_le13704051
9291992,GEM/2026/B/7506278,,Bid,LED Luminaire For Road And Street Lights Conforming To IS 10322 (Part 5/Section 3) (V3) (Under BIS ,LED Luminaire For Road And Street Lights Conforming To IS 10322 (Part 5/Section 3) (V3) (Under BIS Scheme - II),7,1,2,0,False,False,2026-05-07T17:45:09Z,2026-05-18T21:00:00Z,,Urban Development Department Uttar Pradesh,ekhlakahmad,home_el05420327_ligh_exte_le13704051
9291923,GEM/2026/B/7506215,,Bid,LED Luminaire For Road And Street Lights Conforming To IS 10322 (Part 5/Section 3) (V3) (Under BIS ,LED Luminaire For Road And Street Lights Conforming To IS 10322 (Part 5/Section 3) (V3) (Under BIS Scheme - II),11,1,2,0,False,False,2026-05-07T17:44:55Z,2026-05-18T21:00:00Z,,Urban Development Department Uttar Pradesh,ekhlakahmad,home_el05420327_ligh_exte_le13704051
9291794,GEM/2026/B/7506092,,Bid,LED Luminaire For Road And Street Lights Conforming To IS 10322 (Part 5/Section 3) (V3) (Under BIS ,LED Luminaire For Road And Street Lights Conforming To IS 10322 (Part 5/Section 3) (V3) (Under BIS Scheme - II),12,1,2,0,False,False,2026-05-07T17:44:41Z,2026-05-18T21:00:00Z,,Urban Development Department Uttar Pradesh,ekhlakahmad,home_el05420327_ligh_exte_le13704051
9303007,GEM/2026/B/7516280,,Bid,Octagonal Pole (V2),Octagonal Pole (V2),30,1,2,0,False,False,2026-05-08T10:25:25Z,2026-05-18T21:00:00Z,,Urban Development Department Uttar Pradesh,shrishlipik@123,home_el05420327_ligh_port_oc40878326
9302405,GEM/2026/B/7515760,,Bid,"HUB NEEDLE BEARING,SEAL RING KIT,SEAL KIT,HUB PIN,FRONT WHEEL CARRIER ASSY,AXLE SHAFT ASSY,TIE ROD ","HUB NEEDLE BEARING,SEAL RING KIT,SEAL KIT,HUB PIN,FRONT WHEEL CARRIER ASSY,AXLE SHAFT ASSY,TIE ROD LINK,NUT AND BOLT FOR BUCKET TEETH,HUB BUSH SET",28,9,2,0,False,True,2026-05-07T21:01:31Z,2026-05-18T21:00:00Z,Ministry of Defence,Department of Military Affairs,BUYER@140,home_boq_boql_boql_boq
9302394,GEM/2026/B/7515751,,Bid,"HALDI PDR 500 GMS,MIRCHI PDR 500 GMS,DHANIA PDR 500 GMS,SABUT ZEERA 500 GMS,PAPAD MADRASHI,PANEER M","HALDI PDR 500 GMS,MIRCHI PDR 500 GMS,DHANIA PDR 500 GMS,SABUT ZEERA 500 GMS,PAPAD MADRASHI,PANEER MASALA 100 GRMS,CHICKEN MASALA 100 GRMS,BRIYANI MASALA 100 GRMS,GARAM MASALA 100 GRMS,SEMIYA 100 GMS,VINIGAR 500ML,MUNGFALI,K METHI50 GMS,AJION 500 GMS,LAHSUN,EMLI 500 GMS,SABJI MASALA,SOYABIN,VIMBAR,SABUT MIRCHI,ELAACHI SMALL,ELAACHI LARGE,LONG,PICKEL MIX,DAL CHINI,HING 50 GRMS,TEJ PATTA,BLACK PEPPER,CHOCOLATE 13 GMS,PANEER 200 GRMS,BISCUIT 100 GMS,SOUP 42 GMS EACH,DESHI GHEE 1 Kgs,TOFFEE 03 Gms Each,TOMATO PUREE 850 Gms,BARTAN SCRUBBER,TANG PDR ORANGE or MANGO 500 Gms,JUICE 100 ML,JUICE 1 LTRS,ATTA,RICE Basmati,REFINED OIL,SUGAR,SALT,TEA,BUTTER,MILK TPM,Suji,Maida,Beson,Kala Chana,Dal Arhar,Dal chana,Dal Massur Whole,Dal Kabuli Chana,Dal Rajmha,Dal Urd Whole,Dal Urd Dhuli",9128,58,2,0,False,True,2026-05-07T20:47:15Z,2026-05-18T21:00:00Z,Ministry of Defence,Department of Defence,nimas-buyer2,home_boq_boql_boql_boq
9302391,GEM/2026/B/7515748,,Bid,High Mast Lighting Octagonal Tower With Solar Based LED Street Light (V2),High Mast Lighting Octagonal Tower With Solar Based LED Street Light (V2),1,1,2,0,False,False,2026-05-07T20:46:36Z,2026-05-18T21:00:00Z,,Rural Development and Panchayat Raj Department Maharashtra,SONDYA@GP,home_el05420327_ligh_exte_hi65750367
9302387,GEM/2026/B/7515746,,Bid,"ELECTRODES WELDING STEEL HARD SURFACING,STEEL ANGLE 25X25X3MM,SHEET HARD IRON 2500X1200MM,STEEL ANG","ELECTRODES WELDING STEEL HARD SURFACING,STEEL ANGLE 25X25X3MM,SHEET HARD IRON 2500X1200MM,STEEL ANGLE 100X100X12MM,PAINT RFU MATT,THINNER ANTICHILL,ABBRASIVES CLOTH EMERY PAPER,COTTON WASTE COLOUED",171,8,2,0,False,True,2026-05-07T20:42:45Z,2026-05-18T21:00:00Z,Ministry of Defence,Department of Military Affairs,BUYER@140,home_boq_boql_boql_boq
9302371,GEM/2026/B/7515732,,Bid,Tanker on Agricultural Trailer,Tanker on Agricultural Trailer,1,1,2,0,False,False,2026-05-07T20:35:26Z,2026-05-18T21:00:00Z,,Rural Development and Panchayat Raj Department Maharashtra,SONDYA@GP,home_ve66014551_moto_spec_tank
9302325,GEM/2026/B/7515687,,Bid,"NK003152 SPO 2 SENSOR,NK002329 BP CUFF,NK003021 NIBP HOSE PIPE,NK SENSOR STETHOSCOPE,NK003021 NIBP ","NK003152 SPO 2 SENSOR,NK002329 BP CUFF,NK003021 NIBP HOSE PIPE,NK SENSOR STETHOSCOPE,NK003021 NIBP TUBE",13,5,2,0,False,True,2026-05-07T20:07:33Z,2026-05-18T21:00:00Z,Ministry of Defence,Department of Military Affairs,arjun2111,home_boq_boql_boql_boq
9302287,GEM/2026/B/7515652,,Bid,Supply and fixing Utility Drawer and Pull out Keyboard drawer in existing Furniture Utilities Colou,"Supply and fixing Utility Drawer and Pull out Keyboard drawer in existing Furniture Utilities Colour Quality Size Matching with utilities,Colour Sketch Pen,Double Sided Tape 1,Double Sided Tape 2,Pocket Diary",13,5,2,0,False,True,2026-05-07T20:50:37Z,2026-05-18T21:00:00Z,Ministry of Defence,Department of Military Affairs,agebr_geafjsm,home_boq_boql_boql_boq
9292106,GEM/2026/B/7506384,,Bid,High Mast Lighting Tower for large area with LED Flood Lighting System,High Mast Lighting Tower for large area with LED Flood Lighting System,1,1,2,0,False,False,2026-05-07T17:44:30Z,2026-05-18T21:00:00Z,,Urban Development Department Uttar Pradesh,ekhlakahmad,home_el63626345_ligh_exte_hi10587672
9292059,GEM/2026/B/7506341,,Bid,LED Luminaire For Road And Street Lights Conforming To IS 10322 (Part 5/Section 3) (V3) (Under BIS ,LED Luminaire For Road And Street Lights Conforming To IS 10322 (Part 5/Section 3) (V3) (Under BIS Scheme - II),4,1,2,0,False,False,2026-05-07T17:45:22Z,2026-05-18T21:00:00Z,,Urban Development Department Uttar Pradesh,ekhlakahmad,home_el05420327_ligh_exte_le13704051
9291992,GEM/2026/B/7506278,,Bid,LED Luminaire For Road And Street Lights Conforming To IS 10322 (Part 5/Section 3) (V3) (Under BIS ,LED Luminaire For Road And Street Lights Conforming To IS 10322 (Part 5/Section 3) (V3) (Under BIS Scheme - II),7,1,2,0,False,False,2026-05-07T17:45:09Z,2026-05-18T21:00:00Z,,Urban Development Department Uttar Pradesh,ekhlakahmad,home_el05420327_ligh_exte_le13704051
9291923,GEM/2026/B/7506215,,Bid,LED Luminaire For Road And Street Lights Conforming To IS 10322 (Part 5/Section 3) (V3) (Under BIS ,LED Luminaire For Road And Street Lights Conforming To IS 10322 (Part 5/Section 3) (V3) (Under BIS Scheme - II),11,1,2,0,False,False,2026-05-07T17:44:55Z,2026-05-18T21:00:00Z,,Urban Development Department Uttar Pradesh,ekhlakahmad,home_el05420327_ligh_exte_le13704051
9291794,GEM/2026/B/7506092,,Bid,LED Luminaire For Road And Street Lights Conforming To IS 10322 (Part 5/Section 3) (V3) (Under BIS ,LED Luminaire For Road And Street Lights Conforming To IS 10322 (Part 5/Section 3) (V3) (Under BIS Scheme - II),12,1,2,0,False,False,2026-05-07T17:44:41Z,2026-05-18T21:00:00Z,,Urban Development Department Uttar Pradesh,ekhlakahmad,home_el05420327_ligh_exte_le13704051
9287936,GEM/2026/B/7502511,,Bid,Potable Water Purification System DE - Ionization Based,Potable Water Purification System DE - Ionization Based,4,1,2,0,False,False,2026-05-07T13:50:33Z,2026-05-18T21:00:00Z,,Panchayat Raj Department Bihar,BUYER-HAYAGHATSAMITI,home_clea_wate_wate_po45484267
9286619,GEM/2026/B/7501379,,Bid,LED Luminaire For Road And Street Lights Conforming To IS 10322 (Part 5/Section 3) (V3) (Under BIS ,LED Luminaire For Road And Street Lights Conforming To IS 10322 (Part 5/Section 3) (V3) (Under BIS Scheme - II),6,1,2,0,False,False,2026-05-07T17:44:16Z,2026-05-18T21:00:00Z,,Urban Development Department Uttar Pradesh,ekhlakahmad,home_el05420327_ligh_exte_le13704051
9286583,GEM/2026/B/7501347,,Bid,"Custom Bid for Services - Supplying of drinking water to Ratanpur, Ratansara and Balbaspur village ","Custom Bid for Services - Supplying of drinking water to Ratanpur, Ratansara and Balbaspur village through tanker (for 90 days)Under CSR Scheme of Mahalaxmi Area1st Re-tender",1,1,2,0,False,False,2026-05-04T20:02:50Z,2026-05-18T21:00:00Z,Ministry of Coal,COAL INDIA LIMITED,MANAGER.6923,services_home_cust
9286221,GEM/2026/B/7501030,,Bid,LED Luminaire For Road And Street Lights Conforming To IS 10322 (Part 5/Section 3) (V3) (Under BIS ,LED Luminaire For Road And Street Lights Conforming To IS 10322 (Part 5/Section 3) (V3) (Under BIS Scheme - II),4,1,2,0,False,False,2026-05-07T17:43:57Z,2026-05-18T21:00:00Z,,Urban Development Department Uttar Pradesh,ekhlakahmad,home_el05420327_ligh_exte_le13704051
9285509,GEM/2026/B/7500386,,Bid,LED Luminaire For Road And Street Lights Conforming To IS 10322 (Part 5/Section 3) (V3) (Under BIS ,LED Luminaire For Road And Street Lights Conforming To IS 10322 (Part 5/Section 3) (V3) (Under BIS Scheme - II),8,1,2,0,False,False,2026-05-07T17:43:31Z,2026-05-18T21:00:00Z,,Urban Development Department Uttar Pradesh,ekhlakahmad,home_el05420327_ligh_exte_le13704051
9337937,GEM/2026/R/668350,GEM/2026/B/7492078,RA,"Supply of Cook House Dinning Hall Partly FEMS DH,Supply of Constr Material,Supply of Structural Mat","Supply of Cook House Dinning Hall Partly FEMS DH,Supply of Constr Material,Supply of Structural Material,Supply of Elect Items,Supply of Misc Items",10,5,2,0,False,True,2026-05-16T21:00:00Z,2026-05-18T21:00:00Z,Ministry of Defence,Department of Military Affairs,Subhu240791@gmail.com,home_boq_boql_boql_boq
9337902,GEM/2026/R/668345,GEM/2026/B/7493388,RA,"Supply of OR Living Shelter 20 Men,Supply of Constr Material,Supply of Structural Material,Supply o","Supply of OR Living Shelter 20 Men,Supply of Constr Material,Supply of Structural Material,Supply of Elect Items,Supply of Misc Items",10,5,2,0,False,True,2026-05-16T21:00:00Z,2026-05-18T21:00:00Z,Ministry of Defence,Department of Military Affairs,Subhu240791@gmail.com,home_boq_boql_boql_boq
9302405,GEM/2026/B/7515760,,Bid,"HUB NEEDLE BEARING,SEAL RING KIT,SEAL KIT,HUB PIN,FRONT WHEEL CARRIER ASSY,AXLE SHAFT ASSY,TIE ROD ","HUB NEEDLE BEARING,SEAL RING KIT,SEAL KIT,HUB PIN,FRONT WHEEL CARRIER ASSY,AXLE SHAFT ASSY,TIE ROD LINK,NUT AND BOLT FOR BUCKET TEETH,HUB BUSH SET",28,9,2,0,False,True,2026-05-07T21:01:31Z,2026-05-18T21:00:00Z,Ministry of Defence,Department of Military Affairs,BUYER@140,home_boq_boql_boql_boq
9302394,GEM/2026/B/7515751,,Bid,"HALDI PDR 500 GMS,MIRCHI PDR 500 GMS,DHANIA PDR 500 GMS,SABUT ZEERA 500 GMS,PAPAD MADRASHI,PANEER M","HALDI PDR 500 GMS,MIRCHI PDR 500 GMS,DHANIA PDR 500 GMS,SABUT ZEERA 500 GMS,PAPAD MADRASHI,PANEER MASALA 100 GRMS,CHICKEN MASALA 100 GRMS,BRIYANI MASALA 100 GRMS,GARAM MASALA 100 GRMS,SEMIYA 100 GMS,VINIGAR 500ML,MUNGFALI,K METHI50 GMS,AJION 500 GMS,LAHSUN,EMLI 500 GMS,SABJI MASALA,SOYABIN,VIMBAR,SABUT MIRCHI,ELAACHI SMALL,ELAACHI LARGE,LONG,PICKEL MIX,DAL CHINI,HING 50 GRMS,TEJ PATTA,BLACK PEPPER,CHOCOLATE 13 GMS,PANEER 200 GRMS,BISCUIT 100 GMS,SOUP 42 GMS EACH,DESHI GHEE 1 Kgs,TOFFEE 03 Gms Each,TOMATO PUREE 850 Gms,BARTAN SCRUBBER,TANG PDR ORANGE or MANGO 500 Gms,JUICE 100 ML,JUICE 1 LTRS,ATTA,RICE Basmati,REFINED OIL,SUGAR,SALT,TEA,BUTTER,MILK TPM,Suji,Maida,Beson,Kala Chana,Dal Arhar,Dal chana,Dal Massur Whole,Dal Kabuli Chana,Dal Rajmha,Dal Urd Whole,Dal Urd Dhuli",9128,58,2,0,False,True,2026-05-07T20:47:15Z,2026-05-18T21:00:00Z,Ministry of Defence,Department of Defence,nimas-buyer2,home_boq_boql_boql_boq
9302391,GEM/2026/B/7515748,,Bid,High Mast Lighting Octagonal Tower With Solar Based LED Street Light (V2),High Mast Lighting Octagonal Tower With Solar Based LED Street Light (V2),1,1,2,0,False,False,2026-05-07T20:46:36Z,2026-05-18T21:00:00Z,,Rural Development and Panchayat Raj Department Maharashtra,SONDYA@GP,home_el05420327_ligh_exte_hi65750367
9302387,GEM/2026/B/7515746,,Bid,"ELECTRODES WELDING STEEL HARD SURFACING,STEEL ANGLE 25X25X3MM,SHEET HARD IRON 2500X1200MM,STEEL ANG","ELECTRODES WELDING STEEL HARD SURFACING,STEEL ANGLE 25X25X3MM,SHEET HARD IRON 2500X1200MM,STEEL ANGLE 100X100X12MM,PAINT RFU MATT,THINNER ANTICHILL,ABBRASIVES CLOTH EMERY PAPER,COTTON WASTE COLOUED",171,8,2,0,False,True,2026-05-07T20:42:45Z,2026-05-18T21:00:00Z,Ministry of Defence,Department of Military Affairs,BUYER@140,home_boq_boql_boql_boq
9302371,GEM/2026/B/7515732,,Bid,Tanker on Agricultural Trailer,Tanker on Agricultural Trailer,1,1,2,0,False,False,2026-05-07T20:35:26Z,2026-05-18T21:00:00Z,,Rural Development and Panchayat Raj Department Maharashtra,SONDYA@GP,home_ve66014551_moto_spec_tank
9302325,GEM/2026/B/7515687,,Bid,"NK003152 SPO 2 SENSOR,NK002329 BP CUFF,NK003021 NIBP HOSE PIPE,NK SENSOR STETHOSCOPE,NK003021 NIBP ","NK003152 SPO 2 SENSOR,NK002329 BP CUFF,NK003021 NIBP HOSE PIPE,NK SENSOR STETHOSCOPE,NK003021 NIBP TUBE",13,5,2,0,False,True,2026-05-07T20:07:33Z,2026-05-18T21:00:00Z,Ministry of Defence,Department of Military Affairs,arjun2111,home_boq_boql_boql_boq
9302287,GEM/2026/B/7515652,,Bid,Supply and fixing Utility Drawer and Pull out Keyboard drawer in existing Furniture Utilities Colou,"Supply and fixing Utility Drawer and Pull out Keyboard drawer in existing Furniture Utilities Colour Quality Size Matching with utilities,Colour Sketch Pen,Double Sided Tape 1,Double Sided Tape 2,Pocket Diary",13,5,2,0,False,True,2026-05-07T20:50:37Z,2026-05-18T21:00:00Z,Ministry of Defence,Department of Military Affairs,agebr_geafjsm,home_boq_boql_boql_boq
9282043,GEM/2026/B/7497390,,Bid,Facility Management Services - LumpSum Based - FOGGING MACHINE; QTY 01 PCS; Consumables to be provi,Facility Management Services - LumpSum Based - FOGGING MACHINE; QTY 01 PCS; Consumables to be provided by service provider (inclusive in contract cost),1,1,2,0,False,False,2026-05-02T19:21:06Z,2026-05-18T21:00:00Z,,Urban Development Department Uttar Pradesh,Buyer.vijaygarh,services_home_fa85086605_fa43870134
9259657,GEM/2026/B/7477408,,Bid,Lighting Pole or Post and Hardware - Tubular Street Light Poles (V2),Lighting Pole or Post and Hardware - Tubular Street Light Poles (V2),8,1,2,0,False,False,2026-04-25T17:53:09Z,2026-05-18T21:00:00Z,,Urban Development and Environment Department,buyerkemore,home_elec_ligh_indu_li54074327
9297094,GEM/2026/B/7510915,,Bid,"Isabgol Husk,KoL L suspension activated charcoal and laxative 1 ltr,Liv 52 Protec Liquid 5 Ltr,Liqu","Isabgol Husk,KoL L suspension activated charcoal and laxative 1 ltr,Liv 52 Protec Liquid 5 Ltr,Liquid Parraffin bott 1 ltr,Lactulose Solution 450 ml,Lignocaine HCL 2 percent IV use only 50 ml,Sodium phosphates enema 100 ml",155,7,2,0,False,True,2026-05-06T20:20:11Z,2026-05-18T21:00:00Z,Ministry of Defence,Department of Defence,sandeep41mvh,home_boq_boql_boql_boq
9341264,GEM/2026/R/668714,GEM/2026/B/7529184,RA,"Repair, Maintenance, and Installation of Plant/ Systems/Equipments (Version 2) - Servicing, Repair ","Repair, Maintenance, and Installation of Plant/ Systems/Equipments (Version 2) - Servicing, Repair & Maint of 200 x Desert Coolers; Servicing, Repair & Maint of 200 x Desert Coolers; Service Provider",1,1,2,0,False,False,2026-05-17T20:00:00Z,2026-05-18T20:00:00Z,Ministry of Defence,Department of Military Affairs,procoffr_rvccc,services_home_repa_re22373363
9341220,GEM/2026/R/668710,GEM/2026/B/7479539,RA,Supply of Snow marker pole made up of MS round hollow pipe of dia 65 MM and 3.65 MM thick One No of,"Supply of Snow marker pole made up of MS round hollow pipe of dia 65 MM and 3.65 MM thick One No of equal angle iron of size 40 MM x 40 MM x 6 MM thick all as per brief technical specs,Steel cable of gauge 3.2 MM,Protective Helix all as per technical specificatina and drg att,Aluminium Suspension helix all as per technical specificatina and drg att,Terminating Helix all as per technical specificatina and drg att,Thimble all as per technical specificatina and drg att,Turn Buckle all as per technical specificatina and drg att,D Shackle all as per technical specificatina and drg att,Clamp circular all as per technical specificatina and drg att",52300,9,2,0,False,True,2026-05-17T20:00:00Z,2026-05-18T20:00:00Z,Ministry of Defence,Department of Military Affairs,55user14,home_boq_boql_boql_boq
9341210,GEM/2026/R/668709,GEM/2026/B/7478168,RA,"Elevated Sentry Post with Gd Room,Anti Cutting Fence,Internal Ft Tr (Covered),Hard Standing","Elevated Sentry Post with Gd Room,Anti Cutting Fence,Internal Ft Tr (Covered),Hard Standing",704,4,2,1,False,False,2026-05-17T20:00:00Z,2026-05-18T20:00:00Z,Ministry of Defence,Department of Military Affairs,55user14,home_univ_univ_univ_univ
9341184,GEM/2026/R/668706,GEM/2026/B/7444265,RA,"LV7 TMB 2523 1813 0146 OIL FILTER,LV7 TMB 2786 0798 9926 STARTER MOTOR 12 VOLTS,LV7 TMB 2198 4770 4","LV7 TMB 2523 1813 0146 OIL FILTER,LV7 TMB 2786 0798 9926 STARTER MOTOR 12 VOLTS,LV7 TMB 2198 4770 4901 ASSY FUEL HEATER,LV7 TMB 2530 004635 CROSS,LV6 MT2 5120 415485 POLE SCREW REMOVER,M3 1090 000006 STAFF SEC CLEANING ARTY INTER LONG 45MM",370,6,2,0,False,True,2026-05-17T20:00:00Z,2026-05-18T20:00:00Z,Ministry of Defence,Department of Military Affairs,lpo@abod2,home_boq_boql_boql_boq
9341181,GEM/2026/R/668704,GEM/2026/B/7476502,RA,"Red Chillies,Black Pepper,Coriander Powder,Cumin Seeds,Cardamom Large,Mustard Seeds,Cloves,Tamarind","Red Chillies,Black Pepper,Coriander Powder,Cumin Seeds,Cardamom Large,Mustard Seeds,Cloves,Tamarind,Turmeric,Garlic",459,10,2,0,False,True,2026-05-17T20:00:00Z,2026-05-18T20:00:00Z,Ministry of Defence,Department of Military Affairs,vipinsemwal.298y@gov.in,home_boq_boql_boql_boq
