id,bid_number,parent_bid,ra_or_bid,category,full_category,quantity,item_count,status,is_custom,is_high_value,is_boq,start_date,end_date,ministry,department,buyer_id,category_id
9322336,GEM/2026/R/667015,GEM/2026/B/7494872,RA,"H1 A 8010-000255 PAINT R.F.U. BITUMINOUS BLACK ACID ALK,H1 B 6810-000575 WATER FOR STORAGE BTY,H2 8","H1 A 8010-000255 PAINT R.F.U. BITUMINOUS BLACK ACID ALK,H1 B 6810-000575 WATER FOR STORAGE BTY,H2 8305-000084 1 MUSLIN WHITE BLEACHED,G1 5315-000665 NAILS STEEL WIRE ROUND 125 MM X 5.6 MM,G1 5315-000838 NAILS STEEL SPIKE SQUARE SHANK 150 MM X",10154,5,2,0,False,True,2026-05-14T12:00:00Z,2026-05-15T12:00:00Z,Ministry of Defence,Department of Military Affairs,kvsingh@224abod,home_boq_boql_boql_boq
9322275,GEM/2026/R/667009,GEM/2026/B/7420050,RA,"Paper-based Printing Services - Printing with Material; Gate Pass; Offset,Paper-based Printing Serv","Paper-based Printing Services - Printing with Material; Gate Pass; Offset,Paper-based Printing Services - Printing with Material; Debit Note; Offset,Paper-based Printing Services - Printing with Material; Bill Book; Offset,Paper-based Printing Services - Printing with Material; Letter Dispatch Register; Offset,Paper-based Printing Services - Printing with Material; Letter Recipient Register; Offset,Paper-based Printing Services - Printing with Material; G R Note Books; Offset,Paper-based Printing Services - Printing with Material; Stock Ledger for FS & BS Seeds; Offset,Paper-based Printing Services - Printing with Material; Stock Ledger for CS Seeds; Offset,Paper-based Printing Services - Printing with Material; Seed Directory Book; Offset,Paper-based Printing Services - Printing with Material; Seed Sample Coupon Book; Offset,Paper-based Printing Services - Printing with Material; Forwarding Book for Sample Coupon; Offset,Paper-based Printing Services - Printing with Material; Cash Memo; Offset,Paper-based Pr",4129,27,2,0,False,False,2026-05-14T12:00:00Z,2026-05-15T12:00:00Z,Ministry of Agriculture and Farmers Welfare,Department of Agriculture Cooperation and Farmers Welfare,itchandigarh,services_home_prin_pape
9303417,GEM/2026/B/7516650,,Bid,Theft Proof Rifle Racks,Theft Proof Rifle Racks,3,1,2,0,False,False,2026-05-08T11:14:12Z,2026-05-15T12:00:00Z,Ministry of Defence,Department of Military Affairs,G1922OVINDSINGH,home_defe_ligh_ammu_thef
9308225,GEM/2026/B/7521010,,Bid,HDPE/PP Woven Sacks for packaging 50kg Food Grains (V3) ISI marked to IS 14887,HDPE/PP Woven Sacks for packaging 50kg Food Grains (V3) ISI marked to IS 14887,750000,1,2,0,False,False,2026-05-09T11:47:47Z,2026-05-15T12:00:00Z,Ministry of Consumer Affairs Food and Public Distribution,Department of Consumer Affairs,buycon1.nccfi.rj@gembuyer.in,home_mate_cont_bags_hd03836060
9249799,GEM/2026/B/7468439,,Bid,Monthly Basis Cab & Taxi Hiring Services - MUV; 1500 KM; Outstation 24*7,Monthly Basis Cab & Taxi Hiring Services - MUV; 1500 KM; Outstation 24*7,4,1,2,0,False,False,2026-04-24T10:49:51Z,2026-05-15T12:00:00Z,Ministry of Railways,Indian Railways,srdsteddu,services_home_ve54336454_mont
9249563,GEM/2026/B/7468226,,Bid,Phenol (Carbolic Acid) Conforming to IS 538,Phenol (Carbolic Acid) Conforming to IS 538,1,1,2,0,True,False,2026-04-24T11:54:24Z,2026-05-15T12:00:00Z,,Health and Family Welfare Department West Bengal,ddhstb,home_chem_solv_hydr_ph02064717
9290243,GEM/2026/B/7504640,,Bid,International Logistics Service - Lumpsum based - Import; Air; FCA | Free to Carrier,International Logistics Service - Lumpsum based - Import; Air; FCA | Free to Carrier,1,1,2,0,False,False,2026-05-12T11:12:15Z,2026-05-15T12:00:00Z,Ministry of Heavy Industries and Public Enterprises,Department of Heavy Industry,rodmumcom01,services_home_in63206286_in16866275
9288503,GEM/2026/B/7503048,,Bid,SUCESSOR BOARD,SUCESSOR BOARD,2,1,2,1,False,False,2026-05-05T11:57:02Z,2026-05-15T12:00:00Z,Ministry of Defence,Department of Military Affairs,DLOGOVAJRABAHU,home_univ_univ_univ_univ
9288500,GEM/2026/B/7503045,,Bid,"Field coil assy,Armature assy,Clutch slave cyl,Air cleaner hose,Turbocharger Rep Kit,Brake Hose Frt","Field coil assy,Armature assy,Clutch slave cyl,Air cleaner hose,Turbocharger Rep Kit,Brake Hose Frt Side,Brake shoue,Fuel Filter 2 pin,Universal joint cross,Assy Drive Shaft",25,10,2,0,False,True,2026-05-05T11:55:49Z,2026-05-15T12:00:00Z,Ministry of Defence,Department of Military Affairs,gbalakeerthi.894h@gov.in,home_boq_boql_boql_boq
9288454,GEM/2026/B/7503001,,Bid,Hand Lamp,Hand Lamp,100,1,2,0,False,False,2026-05-05T11:53:35Z,2026-05-15T12:00:00Z,,Ports and Transport Department Gujarat,DCJNDSTGEM,home_el34134111_lamp_lamp_hand
9288426,GEM/2026/B/7502974,,Bid,"2574-5441-0139,WO-23-44-150B,NK-1316,2654-3210-0150,NK-1226,2573-4233-0123,NK-4368,NK-4538,NK000799","2574-5441-0139,WO-23-44-150B,NK-1316,2654-3210-0150,NK-1226,2573-4233-0123,NK-4368,NK-4538,NK000799,ME-500850,ME-602710,41600M80030,2540-002296",30,13,2,0,False,True,2026-05-05T11:48:24Z,2026-05-15T12:00:00Z,Ministry of Defence,Department of Military Affairs,satishkumar@2022,home_boq_boql_boql_boq
9288423,GEM/2026/B/7502971,,Bid,"Dark Fiber Lease Service - Point to Point Based - Dry Lease; Single Mode; Intracity; 1; Aerial, Und","Dark Fiber Lease Service - Point to Point Based - Dry Lease; Single Mode; Intracity; 1; Aerial, Underground; NA; NA",1,1,2,0,False,False,2026-05-05T11:52:33Z,2026-05-15T12:00:00Z,Ministry of Power,POWER GRID Corporation OF INDIA Limited,wrtcc.buyer1,services_home_ba38284010_da02234810
9288416,GEM/2026/B/7502964,,Bid,"Solar Power Plant (Roof Top) for ONGRID System, Single Phase","Solar Power Plant (Roof Top) for ONGRID System, Single Phase",3,1,2,0,False,False,2026-05-05T11:48:00Z,2026-05-15T12:00:00Z,,Department of Panchayati Raj,PR-BAHIREWADI-FFC-V-MGR,home_powe_po73836584_powe_so51063880
9288398,GEM/2026/B/7502948,,Bid,Entry and Mid Level Laptop - Notebook,Entry and Mid Level Laptop - Notebook,1,1,2,0,False,False,2026-05-05T11:52:27Z,2026-05-15T12:00:00Z,,Vigilance Department Kerala,buyer.kla26@kerala.gov.in,home_info_comp_comp_en14305462
9288356,GEM/2026/B/7502908,,Bid,"Brake Pad,Suspention Bush Kit,Injector Assy,High pressure line,Brake Hose Frt Side,Glass Back Door,","Brake Pad,Suspention Bush Kit,Injector Assy,High pressure line,Brake Hose Frt Side,Glass Back Door,AC Compressor Pipe",17,7,2,0,False,True,2026-05-05T11:43:50Z,2026-05-15T12:00:00Z,Ministry of Defence,Department of Military Affairs,gbalakeerthi.894h@gov.in,home_boq_boql_boql_boq
9288315,GEM/2026/B/7502869,,Bid,"Hose Pipe,Water Pump,Fan Belt,Brake Shoe Frt,Bearing Brt,Fuel Filter,Oil Filter","Hose Pipe,Water Pump,Fan Belt,Brake Shoe Frt,Bearing Brt,Fuel Filter,Oil Filter",9,7,2,0,False,True,2026-05-05T11:39:47Z,2026-05-15T12:00:00Z,Ministry of Defence,Department of Military Affairs,JCOIC150,home_boq_boql_boql_boq
9288137,GEM/2026/B/7502699,,Bid,"Radiator Tank,Radiator Pipe,Hydraulic Pipe,Air Filter,Fuel Filter,Oil Filter,Suspension Bush Kit,Ra","Radiator Tank,Radiator Pipe,Hydraulic Pipe,Air Filter,Fuel Filter,Oil Filter,Suspension Bush Kit,Radiator Hose Pipe,Head Light Bulb,Suspension Bush Kit,Fan Belt,AC Filter,AC Belt,Oil Filter,Radiator Hose",17,15,2,0,False,True,2026-05-05T11:25:02Z,2026-05-15T12:00:00Z,Ministry of Defence,Department of Military Affairs,JCOIC150,home_boq_boql_boql_boq
9288118,GEM/2026/B/7502680,,Bid,"H2 8305 000078 LEATHER CLOTH BLACK,LV6MT6 9330 000106 SHEET CELLUAR 37MM THICK,H3 5530 400054 PLYWO","H2 8305 000078 LEATHER CLOTH BLACK,LV6MT6 9330 000106 SHEET CELLUAR 37MM THICK,H3 5530 400054 PLYWOOD FOR GEN PURPOSE 7 PLY,G2 9520 000008 STEEL ANGLE IRON 40X40X6MM,G2 9520 000002 STEEL ANGLE IRON 25X25X3MM,G2 3439 000017 ELECT WELDING ROD STEEL,G2 9515 000033 STEEL SHEET CARBON GALVANISED 1800,X3 NK000102 SELF STRATER ASSY,X3 NK000156 ALTERNATOR ASSY,X3 NK000002 PUMP ASSY FUEL,X3 NK000084 MOUNTING PAD",296,11,2,0,False,True,2026-05-05T11:23:27Z,2026-05-15T12:00:00Z,Ministry of Defence,Department of Military Affairs,buyer484.ia.jk@gembuyer.in,home_boq_boql_boql_boq
9288022,GEM/2026/B/7502589,,Bid,Monthly Basis Cab & Taxi Hiring Services - SUV; 2500 km x 320 hours; Outstation 24*7,Monthly Basis Cab & Taxi Hiring Services - SUV; 2500 km x 320 hours; Outstation 24*7,1,1,2,0,False,False,2026-05-05T11:40:55Z,2026-05-15T12:00:00Z,Ministry of Railways,Indian Railways,dycec1kzj,services_home_ve54336454_mont
9288003,GEM/2026/B/7502570,,Bid,"Writing Pens,Writing Pens,Writing Pens,Register (V2),File/Folder (V3),File/Folder (V3),File/Folder ","Writing Pens,Writing Pens,Writing Pens,Writing Pens,Writing Pens,Writing Pens,Writing Pens,Writing Pens,Writing Pens,Register (V2),Register (V2),Register (V2),File/Folder (V3),File/Folder (V3),File/Folder (V3),File/Folder (V3),File/Folder (V3),File/Folder (V3),File/Folder (V3),File/Folder (V3),Stationery Scissors (V2) Conforming to IS 989,Stationery Scissors (V2) Conforming to IS 989,Stationery Scissors (V2) Conforming to IS 989,Stationery Scissors (V2) Conforming to IS 989,Plain Copier Paper (V3) ISI Marked to IS 14490,Plain Copier Paper (V3) ISI Marked to IS 14490,Key Chain,File/Folder (V3),File/Folder (V3),File/Folder (V3),Markers and Highlighters,Markers and Highlighters,Markers and Highlighters,Markers and Highlighters,Markers and Highlighters,Markers and Highlighters,Markers and Highlighters,Pads for Rubber Stamps (V2) Conforming to IS 4747,Pads for Rubber Stamps (V2) Conforming to IS 4747,Pads for Rubber Stamps (V2) Conforming to IS 4747,Stamp-Pad Ink (V2) Conforming to IS 393,Stamp-Pad Ink (V2) Confor",1315,34,2,0,False,False,2026-05-05T12:16:21Z,2026-05-15T12:00:00Z,Ministry of Health and Family Welfare,Directorate General of Health Services,buy_apho@18,"home_offi_of54864251_writ_writ,home_offi_of64586874_plan_regi,home_offi_of54864251_fold_file,home_offi_of45811733_desk_stat,home_pape_pape_prin_plai,home_defe_secu_lock_keyc,home_offi_of54864251_writ_ma88840171,home_musi_arts_prin_pads,home_offi_of54864251_inka_st35881862,home_offi_of45811733_corr_co21752864,home_offi_of54864251_fast_ta76751446,home_musi_deve_memo_glue,home_offi_of64586874_draf_me38537442,home_offi_of54864251_fast_stap,home_offi_of54864251_writ_bl76151428,home_pape_pape_prin_desk,home_offi_"
9287926,GEM/2026/B/7502502,,Bid,"Solar Power Plant (Roof Top) for ONGRID System, Single Phase","Solar Power Plant (Roof Top) for ONGRID System, Single Phase",1,1,2,0,False,False,2026-05-05T11:23:11Z,2026-05-15T12:00:00Z,,Department of Panchayati Raj,PR-POLGAON-FFC-V-MGR,home_powe_po73836584_powe_so51063880
9287525,GEM/2026/B/7502136,,Bid,Repair and replacement of propeller of surveillance copter Q5HA,Repair and replacement of propeller of surveillance copter Q5HA,1,1,2,1,False,False,2026-05-05T11:36:58Z,2026-05-15T12:00:00Z,Ministry of Defence,Department of Military Affairs,Star37,home_univ_univ_univ_univ
9285234,GEM/2026/B/7500138,,Bid,Catering service (Duration Based) - Non veg; Lunch; Regular Thali,Catering service (Duration Based) - Non veg; Lunch; Regular Thali,600,1,2,0,False,False,2026-05-05T13:39:57Z,2026-05-15T12:00:00Z,Ministry of Defence,Department of Military Affairs,Gajanan4647,services_home_rest_ca71416537
9285222,GEM/2026/B/7500127,,Bid,Custom Bid for Services - REPAIR OF LIFEBOUY FOR SUB OPTIMAL PROPULSION AND STATE OF CHARGE NOT DIS,Custom Bid for Services - REPAIR OF LIFEBOUY FOR SUB OPTIMAL PROPULSION AND STATE OF CHARGE NOT DISPLAYED ON REMOTE CONTROL,1,1,2,0,False,False,2026-05-05T11:06:19Z,2026-05-15T12:00:00Z,Ministry of Defence,Department of Military Affairs,GV.AKHILESH557@NAVY.GOV.IN,services_home_cust
9284971,GEM/2026/B/7499901,,Bid,"Revolving Chair (V5),Chair for General Purpose,Writing Pad Chair,Modular Table / Meeting Table / Ce","Revolving Chair (V5),Chair for General Purpose,Writing Pad Chair,Modular Table / Meeting Table / Centre Table (V2),Modular Table / Meeting Table / Centre Table (V2),Sofa (V3),Steel Almirah / Cabinets (V4),Steel Almirah / Cabinets (V4),Sofa (V3),Steel Almirah / Cabinets (V4),Steel Almirah / Cabinets (V4),Chair for General Purpose",277,12,2,0,False,False,2026-05-11T11:53:51Z,2026-05-15T12:00:00Z,Ministry of Defence,Department of Military Affairs,geibuy1.rci-mes,"home_fu14684684_acco_fu82806882_re71201828,home_fu14684684_acco_fu82806882_fixe,home_fu14684684_acco_fu82806882_writ,home_fu14684684_acco_offi_mo51130563,home_fu14684684_acco_fu82806882_sofa,home_fu14684684_acco_fu82806882_st05844582"
9269620,GEM/2026/B/7486234,,Bid,"Manpower Outsourcing Services - Minimum wage - Skilled; ITI; Others,Manpower Outsourcing Services -","Manpower Outsourcing Services - Minimum wage - Skilled; ITI; Others,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others",8,2,2,0,False,False,2026-05-05T11:16:38Z,2026-05-15T12:00:00Z,Ministry of Defence,Department of Military Affairs,mohanbari@AK7860123,services_home_manp_manp
9284971,GEM/2026/B/7499901,,Bid,"Revolving Chair (V5),Chair for General Purpose,Writing Pad Chair,Modular Table / Meeting Table / Ce","Revolving Chair (V5),Chair for General Purpose,Writing Pad Chair,Modular Table / Meeting Table / Centre Table (V2),Modular Table / Meeting Table / Centre Table (V2),Sofa (V3),Steel Almirah / Cabinets (V4),Steel Almirah / Cabinets (V4),Sofa (V3),Steel Almirah / Cabinets (V4),Steel Almirah / Cabinets (V4),Chair for General Purpose",277,12,2,0,False,False,2026-05-11T11:53:51Z,2026-05-15T12:00:00Z,Ministry of Defence,Department of Military Affairs,geibuy1.rci-mes,"home_fu14684684_acco_fu82806882_re71201828,home_fu14684684_acco_fu82806882_fixe,home_fu14684684_acco_fu82806882_writ,home_fu14684684_acco_offi_mo51130563,home_fu14684684_acco_fu82806882_sofa,home_fu14684684_acco_fu82806882_st05844582"
9269620,GEM/2026/B/7486234,,Bid,"Manpower Outsourcing Services - Minimum wage - Skilled; ITI; Others,Manpower Outsourcing Services -","Manpower Outsourcing Services - Minimum wage - Skilled; ITI; Others,Manpower Outsourcing Services - Minimum wage - Unskilled; High School; Others",8,2,2,0,False,False,2026-05-05T11:16:38Z,2026-05-15T12:00:00Z,Ministry of Defence,Department of Military Affairs,mohanbari@AK7860123,services_home_manp_manp
9322695,GEM/2026/R/667033,GEM/2026/B/7379738,RA,Tractors (V1),Tractors (V1),7,1,2,0,False,False,2026-05-14T12:00:00Z,2026-05-15T12:00:00Z,,Panchayats and Rural Housing Department Gujarat,buycon629.adp.gj@gembuyer.in,home_ve66014551_moto_spec_trac
9322632,GEM/2026/R/667031,GEM/2026/B/7444462,RA,"Spray anaesthetic surface bott of 100ml,Hand piece lubricant spray bott of 500 ml,Povidine iodine 5","Spray anaesthetic surface bott of 100ml,Hand piece lubricant spray bott of 500 ml,Povidine iodine 5 percentage solution bott of 500 ml,Chlorohexidine gluconate 0 point 2 percentage W by V mouth wash bott of 100ml,Anticaries mouthrinse containing potassium nitrate and sodium fluoride bott of 100 ml,Medicament root canal formocresol bott,2 point 5 percentage Gluteraldehde cydex solution,Povidine iodine germicidal gargle 2 percentage W by V,Hydrogen peroxide 3percentage solution 500ml bott,Sol Sod hypochlorite 2 percentage for endodontic irrigation bott of 500ml,Cold mould seal bottle of 500 ml,Material temporary filling no mix single phase bott of 25 to 30gm,Dental unifloss Pack of 50,Interdental brush pkt of 05,Box Denture and appliance,Gauze Absorbant Folded 2 point 5 cm x 100 metres,Rolls Absorbent Cotton Dental assorted sizes in box of 500,Matrix Band Tofflemire pkt of 10,Controlled fluoride tooth paste for pediatric age 2 to 5 yrs,Palodent sectional matrix band kit,Articulating paper,Dental metal post kit ",1913,33,2,0,False,True,2026-05-14T12:00:00Z,2026-05-15T12:00:00Z,Ministry of Defence,Department of Military Affairs,motirathore,home_boq_boql_boql_boq
9322624,GEM/2026/R/667030,GEM/2026/B/7395401,RA,"Chair for General Purpose,Chair for General Purpose,Steel Filing Cabinets for General Office Purpos","Chair for General Purpose,Chair for General Purpose,Steel Filing Cabinets for General Office Purpose (V2) as per IS 3313,Steel Filing Cabinets for General Office Purpose (V2) as per IS 3313,Trade pattern,FD-1038,FD165 M,FD-E6-MAP-03,TP",621,9,2,0,False,False,2026-05-14T12:00:00Z,2026-05-15T12:00:00Z,Ministry of Defence,Department of Military Affairs,dcwe.brly,"home_fu14684684_acco_fu82806882_fixe,home_fu14684684_acco_offi_stee,home_boq_boql_boql_boq"
9322566,GEM/2026/R/667027,GEM/2026/B/7394700,RA,"Steel Almirah / Cabinets (V4),Steel Bookcases conforming To Is 7761 (V2),Chair for General Purpose,","Steel Almirah / Cabinets (V4),Steel Bookcases conforming To Is 7761 (V2),Chair for General Purpose,Modular Table / Meeting Table / Centre Table (V2),FD-MAP-II-01,FD-75,FD-75,FD-256,HFD-2034,FD-279,FD-MAP-II-01,FD-E6-MAP-15R,TP",2049,13,2,0,False,False,2026-05-14T12:00:00Z,2026-05-15T12:00:00Z,Ministry of Defence,Department of Military Affairs,dcwe.brly,"home_fu14684684_acco_fu82806882_st05844582,home_fu14684684_acco_fu82806882_st73417268,home_fu14684684_acco_fu82806882_fixe,home_fu14684684_acco_offi_mo51130563,home_boq_boql_boql_boq"
9322495,GEM/2026/R/667022,GEM/2026/B/7519318,RA,"Self Inking Rubber Stamp (V2),Self Inking Rubber Stamp (V2)","Self Inking Rubber Stamp (V2),Self Inking Rubber Stamp (V2)",335,2,2,0,False,False,2026-05-14T12:00:00Z,2026-05-15T12:00:00Z,Ministry of Home Affairs,Women Safety Division,107308,home_musi_arts_prin_se25835353
9283465,GEM/2026/B/7498571,,Bid,"Switch Netural,Element Air Cleaner,Speed Sensor,Front Hub Lock,Trailer Brake Valve,Alternator Assy,","Switch Netural,Element Air Cleaner,Speed Sensor,Front Hub Lock,Trailer Brake Valve,Alternator Assy,Clamp Hose Radiator,Control Cyl,Compressure,Shift Cyl gromet for piston,shift Cyl Piston",19,11,2,0,False,True,2026-05-04T11:16:52Z,2026-05-15T12:00:00Z,Ministry of Defence,Department of Military Affairs,wkspeme,home_boq_boql_boql_boq
9243322,GEM/2026/B/7462548,,Bid,Stationary Valve Regulated Lead Acid Batteries (V3) Conforming To IS 15549,Stationary Valve Regulated Lead Acid Batteries (V3) Conforming To IS 15549,40,1,2,0,False,False,2026-04-24T11:10:36Z,2026-05-15T12:00:00Z,Ministry of Home Affairs,Central Armed Police Forces,harisankar123,home_powe_batt_batt_st87064165
9203380,GEM/2026/B/7426795,,Bid,Custom Bid for Services - intellicoN,Custom Bid for Services - intellicoN,1,1,2,0,False,False,2026-05-05T11:19:55Z,2026-05-15T12:00:00Z,Ministry of Defence,Department of Military Affairs,ACCTSOFFR6MDSR1963,services_home_cust
9259463,GEM/2026/B/7477234,,Bid,LED Luminaire For Floodlight Conforming To IS 10322 (Part 5/Section 5) (V3) (Under BIS Scheme - II),LED Luminaire For Floodlight Conforming To IS 10322 (Part 5/Section 5) (V3) (Under BIS Scheme - II),120,1,2,0,False,False,2026-04-25T16:27:50Z,2026-05-15T12:00:00Z,Ministry of Railways,Indian Railways,sukhdev666,home_el05420327_ligh_exte_le66054140
