id,bid_number,parent_bid,ra_or_bid,category,full_category,quantity,item_count,status,is_custom,is_high_value,is_boq,start_date,end_date,ministry,department,buyer_id,category_id
9280579,GEM/2026/B/7496080,,Bid,LED Luminaire For Floodlight Conforming To IS 10322 (Part 5/Section 5) (V3) (Under BIS Scheme - II),LED Luminaire For Floodlight Conforming To IS 10322 (Part 5/Section 5) (V3) (Under BIS Scheme - II),12,1,2,0,False,False,2026-05-02T13:33:50Z,2026-05-14T19:00:00Z,,Urban Development Department Uttar Pradesh,buyer.goshainganj,home_el05420327_ligh_exte_le66054140
9280524,GEM/2026/B/7496030,,Bid,LED Luminaire For Road And Street Lights Conforming To IS 10322 (Part 5/Section 3) (V3) (Under BIS ,LED Luminaire For Road And Street Lights Conforming To IS 10322 (Part 5/Section 3) (V3) (Under BIS Scheme - II),50,1,2,0,False,False,2026-05-02T13:35:04Z,2026-05-14T19:00:00Z,,Urban Development Department Uttar Pradesh,buyer.goshainganj,home_el05420327_ligh_exte_le13704051
9280481,GEM/2026/B/7495990,,Bid,LED Luminaire For Road And Street Lights Conforming To IS 10322 (Part 5/Section 3) (V3) (Under BIS ,LED Luminaire For Road And Street Lights Conforming To IS 10322 (Part 5/Section 3) (V3) (Under BIS Scheme - II),90,1,2,0,False,False,2026-05-02T13:32:58Z,2026-05-14T19:00:00Z,,Urban Development Department Uttar Pradesh,buyer.goshainganj,home_el05420327_ligh_exte_le13704051
9280796,GEM/2026/B/7496275,,Bid,E-cart for Goods,E-cart for Goods,2,1,2,0,False,False,2026-05-02T13:31:34Z,2026-05-14T19:00:00Z,,Urban Development Department Uttar Pradesh,buyer.goshainganj,home_ve66014551_moto_pass_ec71260103
9280741,GEM/2026/B/7496225,,Bid,E-cart for Goods,E-cart for Goods,1,1,2,0,False,False,2026-05-02T13:36:46Z,2026-05-14T19:00:00Z,,Urban Development Department Uttar Pradesh,buyer.goshainganj,home_ve66014551_moto_pass_ec71260103
9250688,GEM/2026/B/7469257,,Bid,"MAIN SWITCH 63 AMP,VOLT METER THREE PHASE,AMPIER METER 3 PHASE,MCB 16 AMP,MCB 32 AMP,MCB 63 AMP,ELE","MAIN SWITCH 63 AMP,VOLT METER THREE PHASE,AMPIER METER 3 PHASE,MCB 16 AMP,MCB 32 AMP,MCB 63 AMP,ELECTRIC TAPE,TEFLON TAPE,BED SWITCH ISI,1 HP PANEL SWITCH,MS CLAMP 1 POINT 5 INCH WIDE WITH ALL ACCESSORIES,1 POINT 5 MM CABLE ISI MARKA,2 POINT 5 MM CABLE ISI MARKA,LED PLATE 60 WATT,LED PLATE 90 WATT,LED DRIVER 60 WATT,LED DRIVER 90 WATT",1040,17,2,0,False,True,2026-04-23T14:01:14Z,2026-05-14T19:00:00Z,,Urban Development Department Uttar Pradesh,buycon1.np.bhgwntngr@gembuyer.in,home_boq_boql_boql_boq
9320620,GEM/2026/R/666866,GEM/2026/B/7424171,RA,HEAVY DUTY ESD STORAGE RACK,HEAVY DUTY ESD STORAGE RACK,220,1,2,1,False,False,2026-05-13T18:00:00Z,2026-05-14T18:40:27Z,Ministry of Defence,Department of Military Affairs,CLO12BRD,home_univ_univ_univ_univ
9320180,GEM/2026/R/666833,GEM/2026/B/7445663,RA,"LT Power Cable 300 Sqmm 3.5 Core,LED Tube light fitting 4 feet 20 or 18 Watt,LT Power Cable 240 Sqm","LT Power Cable 300 Sqmm 3.5 Core,LED Tube light fitting 4 feet 20 or 18 Watt,LT Power Cable 240 Sqmm 3.5 Core,MCCB 4P 415V 400A FRAME SIZE LN 36KA,Slim recess mounted light 36W to 40w,LED 10 or 12 or 20 W Garden Light,MCCB 4 Pole 200A 35KA 415V,MCCB 4P 415 V 250 A FRAME SIZE LS 36 KA,LED Tube light fitting 2 feet complete 10 Watt indoor type,XLPE LT Power Al Cable 95 Sqmm 3.5 Core,LED Street Light Fitting 45 Watt,MCCB 4P 63A 25KA 415V,LED Flood Light Fitting 250W,XLPE LT Power Al Cable 70 Sqmm 3.5 Core,LED Street Light Fitting 70 Watt,XLPE LT Power Cable 120 Sqmm 3.5 Core,LED Flood Light Fitting 150 Watt,LED Flood Light Fitting 120 Watt,Flexible copper wire 3 core PVC insulated 4 Sqmm,XLPE LT Cable 35 Sqmm 3.5 Core,Copper Flexible copper wire 3 core PVC 6 Sqmm,XLPE LT Power Cable 50 Sqmm 3.5 Core,PVC unarmoured Alum Cable 2.0 Core 6 Sqmm,TPN Distribution board verticle Double door 4 way,MCCB 4Pole 125A 25KA 415V,LED Flood Light Fitting 90W,LED Flood Light Fitting 300Wt,MCCB 4P 100A 25KA 415V,MCCB 160A Rupturi",2412,77,2,0,False,True,2026-05-13T18:00:00Z,2026-05-14T18:33:53Z,Ministry of Defence,Department of Military Affairs,Nitishabhal,home_boq_boql_boql_boq
9320085,GEM/2026/R/666825,GEM/2026/B/7497277,RA,Refined Mustard Oil (V4) (Defence),Refined Mustard Oil (V4) (Defence),5000,1,2,0,False,False,2026-05-13T17:00:00Z,2026-05-14T18:18:21Z,Ministry of Defence,Department of Military Affairs,RHSD80@GEM,home_fo61163888_edib_edib_re87880660
9320480,GEM/2026/R/666855,GEM/2026/B/7471572,RA,"Sago,Vermicelli,Pickle,Orange Squash,Horlicks,Groundnut,Match Box,Dog Biscuit,Complan,Noodles,Tomat","Sago,Vermicelli,Pickle,Orange Squash,Horlicks,Groundnut,Match Box,Dog Biscuit,Complan,Noodles,Tomato Sauce,Bournvita,Papad,Oat Meals,Custard Powder,Cornflakes,Drinking Chocolate,Biscuits,Corn Flour,Vinegar",2151,20,2,0,False,True,2026-05-13T18:00:00Z,2026-05-14T18:00:28Z,Ministry of Defence,Department of Military Affairs,ASCAdmOffr1,home_boq_boql_boql_boq
9320476,GEM/2026/R/666854,GEM/2026/B/7473668,RA,Hiring of Consultants - Milestone/Deliverable Based - To carry out the soil investigation for addit,"Hiring of Consultants - Milestone/Deliverable Based - To carry out the soil investigation for addition alteration and allied works; Enterprise Architecture, DPR,RFP Preparation & Bid Process Management, HR Management &Capacity Building, Project Manag..",1,1,2,0,False,False,2026-05-13T18:00:00Z,2026-05-14T18:00:00Z,Ministry of Defence,Department of Military Affairs,GEUCHANDIMANDIR,services_home_pr22455282_hi85156607
