id,bid_number,parent_bid,ra_or_bid,category,full_category,quantity,item_count,status,is_custom,is_high_value,is_boq,start_date,end_date,ministry,department,buyer_id,category_id
9289772,GEM/2026/B/7504207,,Bid,Facility Management Services - LumpSum Based - Healthcare; Patient Support Services; Consumables to,Facility Management Services - LumpSum Based - Healthcare; Patient Support Services; Consumables to be provided by service provider (inclusive in contract cost),1,1,2,0,False,False,2026-05-05T16:34:00Z,2026-05-15T19:00:00Z,,Health Medical Education and Family Welfare Department Jharkhand,DPM-SBG,services_home_fa85086605_fa43870134
9289601,GEM/2026/B/7504049,,Bid,High End Laptop - Notebook,High End Laptop - Notebook,1,1,2,0,False,False,2026-05-05T14:18:13Z,2026-05-15T19:00:00Z,,"Civil Aviation Department, Madhya Pradesh",BHOPALAIRPORT@123,home_info_comp_comp_hi86310775
9277412,GEM/2026/B/7493265,,Bid,Customized AMC/CMC for Pre-owned Products - Required a person for official work (Clerk); na; Annual,"Customized AMC/CMC for Pre-owned Products - Required a person for official work (Clerk); na; Annual Maintenance Contract (AMC); Monthly; Yes,Customized AMC/CMC for Pre-owned Products - Required a person for Legal Advisor; na; Annual Maintenance Contract (AMC); Monthly; Yes",3,2,2,0,False,False,2026-04-30T18:52:36Z,2026-05-15T19:00:00Z,,Industries Department Maharashtra,consignee_jdin,services_home_cu15054518
9277208,GEM/2026/B/7493083,,Bid,Tours and Travel Service - Travel; Pick and Drop; National,Tours and Travel Service - Travel; Pick and Drop; National,35,1,2,0,False,False,2026-04-30T18:22:58Z,2026-05-15T19:00:00Z,,Forest Department Tripura,iccampus.trg-tr@tripura.gov.in,services_home_tour
9264489,GEM/2026/B/7481580,,Bid,MULTIPURPOSE NIGHT VISION MONOCULAR SIGHT WITH LRF (SER NO-SED00041) TATA ADVANCE SYS LTD(TASL),MULTIPURPOSE NIGHT VISION MONOCULAR SIGHT WITH LRF (SER NO-SED00041) TATA ADVANCE SYS LTD(TASL),1,1,2,1,False,False,2026-04-27T18:20:40Z,2026-05-15T19:00:00Z,Ministry of Defence,Department of Military Affairs,PAWAR@UTTAM,home_univ_univ_univ_univ
9271149,GEM/2026/B/7487611,,Bid,Tanker on Agricultural Trailer,Tanker on Agricultural Trailer,2,1,2,0,False,False,2026-04-29T16:40:06Z,2026-05-15T19:00:00Z,,Urban Development Department Uttar Pradesh,buycon1.npp.bindki,home_ve66014551_moto_spec_tank
9318037,GEM/2026/B/7529671,,Bid,"Catering service (Duration Based) - VEG, NON VEG; BREKFAST , LUNCH, SNACKS/HIGH TEA and DINNER; SER","Catering service (Duration Based) - VEG, NON VEG; BREKFAST , LUNCH, SNACKS/HIGH TEA and DINNER; SERVICE WILL BE PROVIDED AS PER MENU AND FEEDING STRENGTH",620,1,2,0,False,False,2026-05-12T18:35:02Z,2026-05-15T19:00:00Z,Ministry of Defence,Department of Defence,25bhatt,services_home_rest_ca71416537
9257254,GEM/2026/B/7475273,,Bid,"Bathing Soap75 Gram Branded,Washing Soap100 Gram Branded,Tooth Paste 50 Gram Branded,Tooth Brush Br","Bathing Soap75 Gram Branded,Washing Soap100 Gram Branded,Tooth Paste 50 Gram Branded,Tooth Brush Branded,Hair Oil 50ml Branded,Tongue Cleaner Steel,Shoe Polish Branded,Shoe Brush,Shampoo30 ml1 Bottle Branded,Shampoo50 ml1 Bottle Branded,Toilet Cleaner Harpic 5 Liter,Phenyl 5 Liter,Bleaching Powder",21356,13,2,0,False,True,2026-04-24T18:59:50Z,2026-05-15T19:00:00Z,Ministry of Tribal Affairs,Ministry of Tribal Affairs,principal-0726625@nests.tribal.gov.in,home_boq_boql_boql_boq
9257180,GEM/2026/B/7475205,,Bid,"cell pack dlc pkt of 20ltr,urine strip 10sg pkt of 100,vaccutainer sodium citrate pkt of 100,calciu","cell pack dlc pkt of 20ltr,urine strip 10sg pkt of 100,vaccutainer sodium citrate pkt of 100,calcium chloride,APTT,FOB CARD PKT OF 50",75,6,2,0,False,True,2026-04-24T18:33:39Z,2026-05-15T19:00:00Z,Ministry of Home Affairs,Central Armed Police Forces,digmed@gem.buyer,home_boq_boql_boql_boq
9257167,GEM/2026/B/7475192,,Bid,"Bed sheet Chadar,Bed sheet,Pillow,Pillow Cover,Towel,School bag,Moquitoes Net","Bed sheet Chadar,Bed sheet,Pillow,Pillow Cover,Towel,School bag,Moquitoes Net",2873,7,2,0,False,True,2026-04-24T18:31:05Z,2026-05-15T19:00:00Z,Ministry of Tribal Affairs,Ministry of Tribal Affairs,principal-0726625@nests.tribal.gov.in,home_boq_boql_boql_boq
9250540,GEM/2026/B/7469119,,Bid,Tractors (V1),Tractors (V1),1,1,2,0,False,False,2026-04-23T13:34:32Z,2026-05-15T19:00:00Z,,Urban Development Department Uttar Pradesh,buycon1.np.bhgwntngr@gembuyer.in,home_ve66014551_moto_spec_trac
9325772,GEM/2026/R/667263,GEM/2026/B/7484027,RA,"Lime Slaked 56 LBS,Geru Red,Cotton Rags,Cleaning Bar for Utensils 500 Gms,Blue Laundry,Brush with L","Lime Slaked 56 LBS,Geru Red,Cotton Rags,Cleaning Bar for Utensils 500 Gms,Blue Laundry,Brush with Long Handle,Scrubber with handle,Abrasive cleaning pad or Scrabber Pad,Cotton waste,Biodegradable polythene Film length 112 inch width 18 inch thk 0.007 inch,Jerry cans 20 Ltrs,Can plastic 10 Ltrs,Bag Gunny,Door mat or Foot mat or mat floor synthetic,Grease LG 280,Aqua Bond,Quick dry steel putty,Wet Surface putty,PVC Flexible water hose 1 inch,Grease EP 2,Torch cell 1.5 V medium size,Tube Flourescent or LED or CFL,Lamp CFL or LED,Sythetic mat red,Sythetic mat Green,Corrosion inhibitor,Varnish or Touch wood",2484,27,2,0,False,True,2026-05-14T17:00:00Z,2026-05-15T18:55:59Z,Ministry of Defence,Department of Defence,Rahul.1234,home_boq_boql_boql_boq
9326106,GEM/2026/R/667285,GEM/2026/B/7408525,RA,INTEGRATED SECURITY SURVEILLANCE SYSTEM SERVICE - Outdoor Perimeter Security; eSATA; Maximum securi,INTEGRATED SECURITY SURVEILLANCE SYSTEM SERVICE - Outdoor Perimeter Security; eSATA; Maximum security footage; Buyer’s premises; Mandatory Access Control System (MAC); NA; NA; Fully Integrated PA System; No,1,1,2,0,False,False,2026-05-14T18:00:00Z,2026-05-15T18:02:36Z,Ministry of Defence,Department of Military Affairs,DLOGO_karwar,services_home_in18800582
9277489,GEM/2026/B/7493335,,Bid,"Tab Montelucast 10 mg with levocetrizine 5 mg,Tab Chlorozoxazone 500 mg and diclofenac sodium 50 mg","Tab Montelucast 10 mg with levocetrizine 5 mg,Tab Chlorozoxazone 500 mg and diclofenac sodium 50 mg with paracetamol 325 mg,Tab Mefenamic acid 250 mg with dicyclomine,Cap Probiotic,Oint mupirocin tube of 5 gm,Oint Silver sulphadiazine 20 gm,Isapgol husk 3.5 gm,Cap Tamsuosin HCL 0.4 mg,Syp Disodium Hydrogen bott of 100 ml",17738,9,2,0,False,True,2026-04-30T19:24:23Z,2026-05-15T18:00:00Z,Ministry of Defence,Department of Military Affairs,Buyer2@418,home_boq_boql_boql_boq
9276308,GEM/2026/B/7492256,,Bid,High mast pole for national flags (V2),High mast pole for national flags (V2),1,1,2,0,False,False,2026-04-30T17:13:31Z,2026-05-15T18:00:00Z,,Urban Development and Environment Department,Buyerniw@li,home_st67220504_port_port_hi72071638
9306426,GEM/2026/B/7519429,,Bid,"Catering service (Duration Based) - Veg; Breakfast, Lunch, Dinner and 2 Times tea and snacks; Regul","Catering service (Duration Based) - Veg; Breakfast, Lunch, Dinner and 2 Times tea and snacks; Regular Thali",400,1,2,0,False,False,2026-05-08T16:49:22Z,2026-05-15T18:00:00Z,Ministry of Defence,Department of Defence,hasan1@byuer,services_home_rest_ca71416537
9279413,GEM/2026/B/7495064,,Bid,LED Rope Light (LED Strip Light) Conforming To IS 10322 (Part 5/Section 9) (Under BIS Scheme - II),LED Rope Light (LED Strip Light) Conforming To IS 10322 (Part 5/Section 9) (Under BIS Scheme - II),1800,1,2,0,False,False,2026-05-02T09:12:13Z,2026-05-15T18:00:00Z,,Urban Development Department Uttar Pradesh,pao@ganjmuradbad,home_el05420327_ligh_st78382145_rope
9282738,GEM/2026/B/7497995,,Bid,Hopper Tipper Dumper for Garbage,Hopper Tipper Dumper for Garbage,5,1,2,0,False,False,2026-05-05T14:37:32Z,2026-05-15T18:00:00Z,,Urban Development Department Uttar Pradesh,pao3.np.ekdil,home_ve66014551_moto_spec_hopp
9306985,GEM/2026/B/7519939,,Bid,Monthly Basis Cab & Taxi Hiring Services - SUV; 2000 km x 320 hours; Local,Monthly Basis Cab & Taxi Hiring Services - SUV; 2000 km x 320 hours; Local,1,1,2,0,False,False,2026-05-08T18:02:08Z,2026-05-15T18:00:00Z,Ministry of Railways,Indian Railways,dycmmger1,services_home_ve54336454_mont
9263873,GEM/2026/B/7481033,,Bid,Common Salt For Chemical Industries (V2) Conforming to IS 797,Common Salt For Chemical Industries (V2) Conforming to IS 797,24000,1,2,0,False,False,2026-04-30T17:23:09Z,2026-05-15T18:00:00Z,Department of Space,Department of Space,divyanair,home_chem_comp_orga_comm
9306985,GEM/2026/B/7519939,,Bid,Monthly Basis Cab & Taxi Hiring Services - SUV; 2000 km x 320 hours; Local,Monthly Basis Cab & Taxi Hiring Services - SUV; 2000 km x 320 hours; Local,1,1,2,0,False,False,2026-05-08T18:02:08Z,2026-05-15T18:00:00Z,Ministry of Railways,Indian Railways,dycmmger1,services_home_ve54336454_mont
