id,bid_number,parent_bid,ra_or_bid,category,full_category,quantity,item_count,status,is_custom,is_high_value,is_boq,start_date,end_date,ministry,department,buyer_id,category_id
9313491,GEM/2026/R/666238,GEM/2026/B/7291207,RA,Custom Bid for Services - CPCLY26045 Lining up of agency to carry out Electrical condition monitori,"Custom Bid for Services - CPCLY26045 Lining up of agency to carry out Electrical condition monitoring activities at CPCL, Manali",1,1,2,0,True,False,2026-05-12T15:00:00Z,2026-05-13T15:00:00Z,Ministry of Petroleum and Natural Gas,CHENNAI PETROLEUM Corporation Limited,buyer25.cpcl.tn,services_home_cust
9313473,GEM/2026/R/666235,GEM/2026/B/7455671,RA,Fd Water Supply Scheme RO Plant 2000 LPH,Fd Water Supply Scheme RO Plant 2000 LPH,1,1,2,1,False,False,2026-05-12T15:00:00Z,2026-05-13T15:00:00Z,Ministry of Defence,Department of Military Affairs,adjt61engr,home_univ_univ_univ_univ
9281121,GEM/2026/B/7496577,,Bid,Drinking Water Coolers (V4) ISI Marked To IS 1475,Drinking Water Coolers (V4) ISI Marked To IS 1475,33,1,2,0,False,False,2026-05-02T15:27:48Z,2026-05-13T15:00:00Z,,Urban Development Department Uttar Pradesh,Buyernppunnao,home_dist_heat_cool_dr07113352
9303258,GEM/2026/B/7516509,,Bid,Goods Transport Services - Packaging,Goods Transport Services - Packaging,5000,1,2,0,False,False,2026-05-08T14:49:41Z,2026-05-13T15:00:00Z,Ministry of Mines,NA,APMDIVISION,services_home_good_go35444824
9289632,GEM/2026/B/7504079,,Bid,"Catering Service per Packet based - Non-Veg; Breakfast, Lunch, Snacks/High, Tea, Dinner, Sweet Box,","Catering Service per Packet based - Non-Veg; Breakfast, Lunch, Snacks/High, Tea, Dinner, Sweet Box, As per Cadets str; Buffet(Breakfast/Lunch/Dinner), Special Thali, Snacks Packet, Sweets, As per Menu",6000,1,2,0,False,False,2026-05-05T14:17:43Z,2026-05-13T15:00:00Z,Ministry of Defence,Department of Defence,Mpctr1@24,services_home_rest_ca11785255
9271075,GEM/2026/B/7487547,,Bid,"Flare Trip Dummy Model Iron plus Wooden for trg purpose,Candle Smoke Wooden for Display model,105 m","Flare Trip Dummy Model Iron plus Wooden for trg purpose,Candle Smoke Wooden for Display model,105 mm Gun Cartridge iron Cartridge Khokha as original for trg purpose,105 mm Fuse Model for display Iron plus Wooden,105 mm IFG BE HE Dummy Round of 105 mm HE in iron with actual size,105 mm IFG HE Shell 105 mm HE Round for display 18 inches length and 105 mm diameter,84 mm TPT Shell Case RL 84 mm RL TPT Round as original with actual wt,81 mm ILL Shell Case Mortar Illumination round with actual size for trg purpose,51 mm ILL Shell Case Mortar Aluminum Round as actual Dummy Model,7 point 62 mm ball Tracer MMG Iron cartridge for display Big Size,5 point 56 mm ball INSAS Brass Cartridge as original size",11,11,2,0,False,True,2026-04-29T14:38:35Z,2026-05-13T15:00:00Z,Ministry of Defence,Department of Military Affairs,emsup@54c.gov.in,home_boq_boql_boql_boq
9269977,GEM/2026/B/7486550,,Bid,Testing Service for On-Board /Commissioned Equipment/ Instrument related to Plant - Mechanical; As ,Testing Service for On-Board /Commissioned Equipment/ Instrument related to Plant - Mechanical; As per Requirement; As per Requirement,1,1,2,0,False,False,2026-04-29T12:47:39Z,2026-05-13T15:00:00Z,,Uttar Pradesh Cooperative Sugar Factories Federation Limited,bycn2.upcsffl.bsp,services_home_test_test
9246872,GEM/2026/B/7465789,,Bid,Swing (Preschool Kit),Swing (Preschool Kit),1,1,2,0,False,False,2026-04-22T15:05:11Z,2026-05-13T15:00:00Z,,Urban Development Department Chhattisgarh,segem2@1234,home_musi_toys_toys_swin
9246794,GEM/2026/B/7465720,,Bid,Outdoor Slide (V2),Outdoor Slide (V2),1,1,2,0,False,False,2026-04-22T14:56:55Z,2026-05-13T15:00:00Z,,Urban Development Department Chhattisgarh,segem2@1234,home_sp25772828_recr_play_outd
9313427,GEM/2026/R/666228,GEM/2026/B/7324157,RA,REPAIR OF PRINTER,REPAIR OF PRINTER,1,1,2,1,False,False,2026-05-12T15:00:00Z,2026-05-13T15:00:00Z,Ministry of Defence,Department of Military Affairs,clo13brd,home_univ_univ_univ_univ
