id,bid_number,parent_bid,ra_or_bid,category,full_category,quantity,item_count,status,is_custom,is_high_value,is_boq,start_date,end_date,ministry,department,buyer_id,category_id
9277330,GEM/2026/B/7493191,,Bid,Manpower Outsourcing Services - Minimum wage - Skilled; High School; Others,Manpower Outsourcing Services - Minimum wage - Skilled; High School; Others,1,1,2,0,False,False,2026-04-30T18:23:30Z,2026-05-11T19:00:00Z,Ministry of Consumer Affairs Food and Public Distribution,Department of Consumer Affairs,vrvenkatesh,services_home_manp_manp
9277300,GEM/2026/B/7493162,,Bid,"NK002125 GREASE PIPE SMALL,NK002124 GREASE PIPE MEDIUM,NK002126 GREASE PIPE LARGE,2530 001720 IRON ","NK002125 GREASE PIPE SMALL,NK002124 GREASE PIPE MEDIUM,NK002126 GREASE PIPE LARGE,2530 001720 IRON GREASE PIPE,50 216 SUSPENSION PAD LARGE,NK002829 GRINDING WHEEL,5420 000270 SUSPENSION PAD SMALL,NK002129 BACK PLATE NUT,NK002128 HUB CAP NUT",728,9,2,0,False,True,2026-04-30T18:15:46Z,2026-05-11T19:00:00Z,Ministry of Defence,Department of Military Affairs,arjun2111,home_boq_boql_boql_boq
9277268,GEM/2026/B/7493137,,Bid,"Cartridge Toner 12A,Cartridge NPG 59,Brother Model DCP T220,Brothers Model DCP T220 Black,Cartridge","Cartridge Toner 12A,Cartridge NPG 59,Brother Model DCP T220,Brothers Model DCP T220 Black,Cartridge 78A,TPC 337,HP Laserjet 206A Toner,Easyfill MLT 116L,Epson Black Ink,Cartridge W1110A",82,10,2,0,False,True,2026-04-30T18:17:53Z,2026-05-11T19:00:00Z,Ministry of Defence,Department of Military Affairs,adjtsikh@900409123,home_boq_boql_boql_boq
9277264,GEM/2026/B/7493133,,Bid,"Monthly Basis Cab & Taxi Hiring Services - Premium Sedan; 2500 km x 320 hours; Local,Monthly Basis ","Monthly Basis Cab & Taxi Hiring Services - Premium Sedan; 2500 km x 320 hours; Local,Monthly Basis Cab & Taxi Hiring Services - Sedan; 2000 km x 320 hours; Local",3,2,2,0,False,False,2026-04-30T18:33:31Z,2026-05-11T19:00:00Z,Ministry of Finance,Department of Revenue,appeals1@,services_home_ve54336454_mont
9277262,GEM/2026/B/7493131,,Bid,"PRESSURE ROLLER,CLEANING BLADE,GRAPHIC CARD,LOGIC CARD CANON,CANON IR 2006 N DRUM,MOTHER BOARD HP,P","PRESSURE ROLLER,CLEANING BLADE,GRAPHIC CARD,LOGIC CARD CANON,CANON IR 2006 N DRUM,MOTHER BOARD HP,PROCESSOR I-5",15,7,2,0,False,True,2026-04-30T18:08:00Z,2026-05-11T19:00:00Z,Ministry of Defence,Department of Military Affairs,Buycon5431,home_boq_boql_boql_boq
9277227,GEM/2026/B/7493102,,Bid,"Distributor Head,Vane Pump,Roller Pin,Main Lighting Switch Complete,Vane Pump,Armature Assy,Oil Sea","Distributor Head,Vane Pump,Roller Pin,Main Lighting Switch Complete,Vane Pump,Armature Assy,Oil Seal",16,7,2,0,False,True,2026-04-30T18:09:07Z,2026-05-11T19:00:00Z,Ministry of Defence,Department of Military Affairs,ADMOFFR814,home_boq_boql_boql_boq
9277198,GEM/2026/B/7493076,,Bid,Decorative Lightning Pole (V2),Decorative Lightning Pole (V2),70,1,2,0,False,False,2026-04-30T18:51:37Z,2026-05-11T19:00:00Z,,Rural Development Department Bihar,ithari@2050,home_el05420327_ligh_exte_deco
9276449,GEM/2026/B/7492389,,Bid,Facility Management Services - LumpSum Based - TENDERS FOR SUPPLY INSTALLATION AND COMMISSIONING OF,"Facility Management Services - LumpSum Based - TENDERS FOR SUPPLY INSTALLATION AND COMMISSIONING OF VARIOUS GOODS TO THE COMMUNITY HEALTH CENTRE, BUKKANAKERE KR PETE TALUK MANDYA DIST; TENDERS FOR SUPPLY INSTALLATION AND COMMISSIONING OF VARIOUS GOOD..",1,1,2,0,False,False,2026-04-30T16:37:19Z,2026-05-11T19:00:00Z,,Health and Family Welfare Department Karnataka,BUYER_BUKKEREFDA,services_home_fa85086605_fa43870134
9275285,GEM/2026/B/7491324,,Bid,Mosquito Repellent (V2),Mosquito Repellent (V2),150,1,2,0,False,False,2026-04-30T18:10:56Z,2026-05-11T19:00:00Z,Ministry of Railways,Indian Railways,admmsc,home_appa_pers_bath_mo64420173
9275120,GEM/2026/B/7491171,,Bid,"Split Air Conditioner, Wall Mount Type (V3) ISI Marked to IS 1391 (Part 2),Split Air Conditioner, W","Split Air Conditioner, Wall Mount Type (V3) ISI Marked to IS 1391 (Part 2),Split Air Conditioner, Wall Mount Type (V3) ISI Marked to IS 1391 (Part 2)",4,2,2,0,False,False,2026-04-30T13:57:46Z,2026-05-11T19:00:00Z,,Health and Family Welfare Department Kerala,rmodhtdpa.hlth@kerala.gov.in,home_dist_heat_cool_sp78454375
9279110,GEM/2026/B/7494803,,Bid,"A4 and Legal Size Multifunction Printer (MFP),Entry and Mid Level Desktop Computer","A4 and Legal Size Multifunction Printer (MFP),Entry and Mid Level Desktop Computer",34,2,2,0,False,False,2026-05-01T18:12:04Z,2026-05-11T19:00:00Z,,General Administration Department Madhya Pradesh,buyer.janmorena,"home_offi_offi_dupl_a4an,home_info_comp_comp_entr"
9279207,GEM/2026/B/7494887,,Bid,Facility Management Services - LumpSum Based - Nagar Parishad Surkhi; Office Furniture For Meeting ,Facility Management Services - LumpSum Based - Nagar Parishad Surkhi; Office Furniture For Meeting Hall; Consumables to be provided by service provider (inclusive in contract cost),1,1,2,0,False,False,2026-05-01T18:28:13Z,2026-05-11T19:00:00Z,,Urban Development and Environment Department,deosurkhi12,services_home_fa85086605_fa43870134
9279171,GEM/2026/B/7494856,,Bid,COVER OUTER SIZE 215/75/R15,COVER OUTER SIZE 215/75/R15,5,1,2,1,False,False,2026-05-01T18:02:53Z,2026-05-11T19:00:00Z,Ministry of Defence,Department of Military Affairs,abhimanyu.ksm@navy.gov.in,home_univ_univ_univ_univ
9306557,GEM/2026/B/7519553,,Bid,Gold Purity Testing Meter/ Karat Meter (V2),Gold Purity Testing Meter/ Karat Meter (V2),10,1,2,0,False,False,2026-05-08T18:26:13Z,2026-05-11T19:00:00Z,Ministry of Finance,Department of Financial Services,dhaarani-nandivarman,home_labo_meas_meta_go85061707
9307337,GEM/2026/R/665424,GEM/2026/B/7430526,RA,"Aceclofenac 100 mg with thiocolchicoside 4 mg tab,Acenocoumarol 1 mg tab,Alfuzosin 10 mg tab,Amanta","Aceclofenac 100 mg with thiocolchicoside 4 mg tab,Acenocoumarol 1 mg tab,Alfuzosin 10 mg tab,Amantadine 100 mg tab,Amiodarone 100 mg tab,Aspirin 150 mgwith clopidogrel 75mg,Bilastine 20 mg dispersibletab,Calamine lotion 100 ml,Carvedilol 6.25 mg tab,Clonidine 100 mcg tab,Dapagliflozin 10 mg with metformin 500 mg tab,Diclofenac with paracetamol with serratiopeptidase tab,Duloxetine 30 mg tab,Dutasteride 0.5 mg tab,Ed moxifloxacin with dexamethasone,Enalapril 5 mg tab,Escitalopram 10 mg with clonazepam 0.5 mg,Escitalopram 10mg tab,Fluconazole 200 mg cap,Flunarizine 10 mg tab,Gabapentin 300 mg with mecoba 500 mg tab,Gliclazide 80 mg withmetformin 500mg tab,Glucosamine 750 mg with diacerine 50 mg with msm 200 mg tab,Imeglimin 500mg tab,Isosorbide dinitrate 5 mg tab,Itopride 150 mg tab,Leflunomide 20 mg tab,Levetiracetam 750 mg tab,Levosulpiride 75mg with esomeprazole 40mg cap,Mesalamine 1 gm sachet,Nicorandil 5 mg tab,Nitroglycerin 2.6mg tab,Pioglitazone 15 mg tab,Prednisolone 5 mg tab,Pregabalin 75 mg with ntp 1",168394,65,2,0,False,True,2026-05-09T19:00:00Z,2026-05-11T19:00:00Z,Ministry of Defence,Department of Defence,OICLP@12345,home_boq_boql_boql_boq
